Company,Total_Employees,Industry,Website,Funding_Date,Funding_Type,Extraction_Time,Page
Chef Robotics,61,information technology & services,http://www.chefrobotics.ai,26-Jan-24,Series A,2025-04-14 03:31:15,53
Perfumeo,50,electrical/electronic manufacturing,http://www.perfumeo-ai.com,26-Jan-24,Seed,2025-04-14 03:31:15,53
Bastille Networks Internet Security,64,computer & network security,http://www.bastille.net,25-Jan-24,Series C,2025-04-14 03:31:16,53
ViralMoment,17,information technology & services,http://www.viralmoment.com,25-Jan-24,Seed,2025-04-14 03:31:16,53
Integral Development Corp,280,information technology & services,http://www.integral.com,25-Jan-24,Venture - Series Unknown,2025-04-14 03:31:16,53
Audioshake,14,information technology & services,http://www.audioshake.ai,25-Jan-24,Seed,2025-04-14 03:31:16,53
Aniai,24,electrical/electronic manufacturing,http://www.aniai.ai,24-Jan-24,Seed,2025-04-14 03:31:16,53
"unSkript, Inc",10,information technology & services,http://www.unskript.com,24-Jan-24,Pre-Seed,2025-04-14 03:31:16,53
Masa,31,0,http://www.masa.finance,23-Jan-24,Seed,2025-04-14 03:31:16,53
AiDash,310,information technology & services,http://www.aidash.com,23-Jan-24,Series C,2025-04-14 03:31:16,53
SER Capital Partners,16,investment management,http://www.sercapitalpartners.com,23-Jan-24,Venture - Series Unknown,2025-04-14 03:31:16,53
Snorkel AI,130,information technology & services,http://www.snorkel.ai,23-Jan-24,Venture - Series Unknown,2025-04-14 03:31:16,53
Synthesis AI,29,information technology & services,http://www.synthesis.ai,23-Jan-24,Venture - Series Unknown,2025-04-14 03:31:16,53
RagaAI Inc.,54,information technology & services,http://www.raga.ai,23-Jan-24,Seed,2025-04-14 03:31:16,53
SmithRx,320,hospital & health care,http://www.smithrx.com,23-Jan-24,Series C,2025-04-14 03:31:16,53
GenEdit,45,research,http://www.genedit.com,23-Jan-24,Series A,2025-04-14 03:31:16,53
Neatleaf,27,information technology & services,http://www.neatleaf.com,23-Jan-24,Venture - Series Unknown,2025-04-14 03:31:24,54
Clerk,96,0,http://www.clerk.com,23-Jan-24,Series B,2025-04-14 03:31:24,54
Ohana Real Estate Investors,77,real estate,http://www.ohanare.com,22-Jan-24,Debt Financing,2025-04-14 03:31:24,54
Salas O'Brien,1400,design,http://www.salasobrien.com,22-Jan-24,Private Equity,2025-04-14 03:31:24,54
Captura,40,environmental services,http://www.capturacorp.com,22-Jan-24,Series A,2025-04-14 03:31:24,54
Better Stack,29,information technology & services,http://www.betterstack.com,22-Jan-24,Venture - Series Unknown,2025-04-14 03:31:24,54
Bluedot,33,information technology & services,http://www.thebluedot.co,22-Jan-24,Seed,2025-04-14 03:31:24,54
BuildClub,11,building materials,http://www.buildclub.com,22-Jan-24,Series A,2025-04-14 03:31:24,54
Metafoodx,22,information services,http://www.metafoodx.com,18-Jan-24,Seed,2025-04-14 03:31:24,54
Safary,35,information technology & services,http://www.safary.club,18-Jan-24,Pre-Seed,2025-04-14 03:31:24,54
zbyte,6,information technology & services,http://www.zbyte.io,18-Jan-24,Seed,2025-04-14 03:31:24,54
Forta,150,hospital & health care,http://www.fortahealth.com,17-Jan-24,Series A,2025-04-14 03:31:24,54
Incognia,180,information technology & services,http://www.incognia.com,17-Jan-24,Venture - Series Unknown,2025-04-14 03:31:24,54
Blueshift,130,information technology & services,http://www.blueshift.com,16-Jan-24,Debt Financing,2025-04-14 03:31:24,54
Lutheran Social Services of Southern California,130,nonprofit organization management,http://www.lsssc.org,16-Jan-24,Grant,2025-04-14 03:31:24,54
Blue Planet,39,building materials,http://www.blueplanetsystems.com,16-Jan-24,Debt Financing,2025-04-14 03:31:24,54
Topia,170,information technology & services,http://www.topia.com,16-Jan-24,Venture - Series Unknown,2025-04-14 03:31:24,54
Noctrix Health,37,medical devices,http://www.noctrixhealth.com,16-Jan-24,Series C,2025-04-14 03:31:24,54
Fonda Technologies,150,restaurants,http://www.mifonda.io,16-Jan-24,Venture - Series Unknown,2025-04-14 03:31:24,54
Chezuba,45,information technology & services,http://www.chezuba.net,12-Jan-24,Seed,2025-04-14 03:31:24,54
Rune Labs,60,information technology & services,http://www.runelabs.io,11-Jan-24,Venture - Series Unknown,2025-04-14 03:31:31,55
Viavi Solutions,4500,telecommunications,http://www.viavisolutions.com,11-Jan-24,Grant,2025-04-14 03:31:31,55
Pier,4,information technology & services,http://www.pier-finance.com,11-Jan-24,Seed,2025-04-14 03:31:31,55
FlutterFlow,73,information technology & services,http://www.flutterflow.io,11-Jan-24,Series A,2025-04-14 03:31:31,55
Velou,51,information technology & services,http://www.velou.com,11-Jan-24,Seed,2025-04-14 03:31:31,55
Echo Labs,2,information technology & services,http://www.el.ai,10-Jan-24,Pre-Seed,2025-04-14 03:31:31,55
Quora,1300,internet,http://www.quora.com,10-Jan-24,Venture - Series Unknown,2025-04-14 03:31:31,55
Rainbow,60,insurance,http://www.userainbow.com,10-Jan-24,Seed,2025-04-14 03:31:31,55
Shimmer,35,"health, wellness & fitness",http://www.shimmer.care,10-Jan-24,Seed,2025-04-14 03:31:32,55
Leap AI,4,information technology & services,http://www.tryleap.ai,9-Jan-24,Seed,2025-04-14 03:31:32,55
Raising the Future,19,public safety,http://www.parentsanonymous.org,9-Jan-24,Grant,2025-04-14 03:31:32,55
Feel Therapeutics,34,mental health care,http://www.feeltherapeutics.com,9-Jan-24,Venture - Series Unknown,2025-04-14 03:31:32,55
Luma AI,32,information technology & services,http://www.lumalabs.ai,9-Jan-24,Series B,2025-04-14 03:31:32,55
anecdotes,110,information technology & services,http://www.anecdotes.ai,9-Jan-24,Series B,2025-04-14 03:31:32,55
MedaSystems,12,information technology & services,http://www.medasystems.com,9-Jan-24,Venture - Series Unknown,2025-04-14 03:31:32,55
Revagenix,10,research,http://www.revagenix.com,5-Jan-24,Series B,2025-04-14 03:31:32,55
UpDoc,0,hospital & health care,http://www.updoc.ai,5-Jan-24,Seed,2025-04-14 03:31:32,55
Department of Behavioral Health,6700,primary/secondary education,http://www.dc.gov,4-Jan-24,Grant,2025-04-14 03:31:32,55
Moonwalk Biosciences,0,research,http://www.moonwalk.bio,4-Jan-24,Series A,2025-04-14 03:31:32,55
Human Immunology Biosciences,47,research,http://www.hibio.com,4-Jan-24,Series B,2025-04-14 03:31:32,55
Perplexity AI,36,information technology & services,http://www.perplexity.ai,4-Jan-24,Series B,2025-04-14 03:31:39,56
GSI Technology,240,semiconductors,http://www.gsitechnology.com,3-Jan-24,Grant,2025-04-14 03:31:39,56
Paceline,60,"health, wellness & fitness",http://www.paceline.fit,1-Jan-24,Series A,2025-04-14 03:31:39,56
