uniqueid,ttxid,certificate_number,ownership_name,dba_name,full_business_address,city,state,business_zip,dba_start_date,location_start_date,mailing_address_1,mail_city,mail_zipcode,mail_state,naic_code,naic_code_description,naics_code_descriptions_list,parking_tax,transient_occupancy_tax,supervisor_district,neighborhoods_analysis_boundaries,location,data_as_of,data_loaded_at,dba_end_date,location_end_date,lic,lic_code_description,lic_code_descriptions_list,administratively_closed,business_corridor,is_tech_naics,is_tech_name,data_source
1266000-12-201-1024800,1266000-12-201,1024800,Monika Mcnamara Inc,Sf Puppy Prep Training & Daycare,2261 Market St,San Francisco,CA,94114,2016-01-25T00:00:00.000,2020-11-01T00:00:00.000,2261 Market St 40 #,San Francisco,94114,CA,,,,False,False,8,Castro/Upper Market,"{'type': 'Point', 'coordinates': [-122.4319545, 37.764693]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,2020-11-01T00:00:00.000,,,,,Market/Castro,False,True,DataSF
1304489-05-221-0456012,1304489-05-221,0456012,Kimo Inc,Nai Northern California,4 Embarcadero Ctr Ste 1400,San Francisco,CA,94111,2011-04-01T00:00:00.000,2020-11-01T00:00:00.000,4 Embarcadero Ctr Ste 1400,San Francisco,94111,CA,5300-5399,Real Estate and Rental and Leasing Services,Real Estate and Rental and Leasing Services,False,False,6,Mission Bay,"{'type': 'Point', 'coordinates': [-122.388064189, 37.782029332]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,,False,True,DataSF
1272072-03-211-1087907,1272072-03-211,1087907,Raina Jackson,Purple Raina,795 Folsom St,San Francisco,CA,94107,2018-05-18T00:00:00.000,2020-11-01T00:00:00.000,,,,,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,6,South of Market,"{'type': 'Point', 'coordinates': [-122.400612, 37.782279]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2022-06-07T00:00:00.000,2021-08-16T00:00:00.000,,,,,,False,True,DataSF
1337039-07-231-1148306,1337039-07-231,1148306,"1429 Main Street, LLC","1429 Main Street, LLC",3900 Geary Blvd,San Francisco,CA,94118,2020-11-01T00:00:00.000,2020-11-01T00:00:00.000,25 E Airway Blvd,Livermore,94551,CA,5300-5399,Real Estate and Rental and Leasing Services,Real Estate and Rental and Leasing Services,False,False,1,Inner Richmond,"{'type': 'Point', 'coordinates': [-122.4612765, 37.781469]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,,False,True,DataSF
1265782-12-201-1119784,1265782-12-201,1119784,Kyle Frame,Maitenance,2266 32nd Ave,San Francisco,CA,92116,2020-11-01T00:00:00.000,2020-11-01T00:00:00.000,2266 32nd Ave,San Francisco,92116,CA,2300-2399,Construction,Construction,False,False,4,Sunset/Parkside,"{'type': 'Point', 'coordinates': [-122.489584024, 37.74493602]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,,False,True,DataSF
1264517-11-201-1106713,1264517-11-201,1106713,"Booster Fuels, Inc.",Booster - Air International Inc.,1600 Donner Ave,San Francisco,CA,94124,2019-09-17T00:00:00.000,2020-11-01T00:00:00.000,1425 Broardway,Seattle,98122,WA,,,,False,False,10,Bayview Hunters Point,"{'type': 'Point', 'coordinates': [-122.392998, 37.724013]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,D48 D49,Multiple,MOBILE FUEL DISPENSING LOCATION; MOBILE FUEL DISPENSING OPERATION,,,False,True,DataSF
1265998-12-201-1024800,1265998-12-201,1024800,Monika Mcnamara Inc,Dog Train Humane,2261 Market St,San Francisco,CA,94114,2016-01-25T00:00:00.000,2020-11-01T00:00:00.000,2261 Market St 40 #,San Francisco,94114,CA,,,,False,False,8,Castro/Upper Market,"{'type': 'Point', 'coordinates': [-122.4319545, 37.764693]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,2020-11-01T00:00:00.000,,,,,Market/Castro,False,True,DataSF
1264323-11-201-1119187,1264323-11-201,1119187,Eric Wong,Sftech Refurbishers And Support Services,163 Ney St,San Francisco,CA,94112,2020-11-01T00:00:00.000,2020-11-01T00:00:00.000,163 Ney St,San Francisco,94112,CA,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,11,Excelsior,"{'type': 'Point', 'coordinates': [-122.426937, 37.730322]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,,False,True,DataSF
1263674-11-201-1118915,1263674-11-201,1118915,Brian Marini,Twisted Pair Automation,5319 Carnegie Loop,Livermore,CA,94550,2020-11-01T00:00:00.000,2020-11-01T00:00:00.000,1109 Uplands Dr,El Dorado Hills,95762,CA,,,,False,False,,,"{'type': 'Point', 'coordinates': [-121.729962985, 37.676324988]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,,False,True,DataSF
1267046-01-211-1120306,1267046-01-211,1120306,Amber Tally,Stay Gold Hair Studio,1327 Chestnut St Ste 1,San Francisco,CA,94123,2020-11-01T00:00:00.000,2020-11-01T00:00:00.000,,,,,,,,False,False,2,Marina,"{'type': 'Point', 'coordinates': [-122.4255015, 37.801971]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2024-06-30T00:00:00.000,2024-06-30T00:00:00.000,,,,***Administratively Closed,,False,True,DataSF
1266145-12-201-1119927,1266145-12-201,1119927,Nick Mejia Painting Inc,Nick Mejia Painting Inc.,124 N Railroad Ave,San Mateo,CA,94401,2020-11-01T00:00:00.000,2020-11-01T00:00:00.000,124 N Railroad Ave,San Mateo,94401,CA,2300-2399,Construction,Construction,False,False,,,"{'type': 'Point', 'coordinates': [-122.326101038, 37.570622986]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,,False,True,DataSF
1263495-11-201-1118839,1263495-11-201,1118839,"Cloudsmarthr, Inc.",Cloudsmarthr,2148 Sutter St,San Francisco,CA,94115,2020-11-01T00:00:00.000,2020-11-01T00:00:00.000,2148 Sutter St,San Francisco,94115,CA,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,2,Pacific Heights,"{'type': 'Point', 'coordinates': [-122.435901, 37.786041]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,,False,True,DataSF
1264048-11-201-1119068,1264048-11-201,1119068,Lagon Turner,One Touch Property Maintenance,3452 Norwalk Pl,Fairfield,CA,94533,2020-11-01T00:00:00.000,2020-11-01T00:00:00.000,,,,,2300-2399,Construction,Construction,False,False,,,"{'type': 'Point', 'coordinates': [-122.075361014, 38.264583004]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2022-12-31T00:00:00.000,2022-12-31T00:00:00.000,,,,,,False,True,DataSF
1331349-04-231-1146082,1331349-04-231,1146082,"Finpro Technology, Inc.","Finpro Technology, Inc.",100 Van Ness Ave Apt 2714,San Francisco,CA,94102,2020-11-02T00:00:00.000,2020-11-02T00:00:00.000,100 Van Ness Ave Apt 2714,San Francisco,94102,CA,5100-5199,Information,Information,False,False,6,Tenderloin,"{'type': 'Point', 'coordinates': [-122.4191925, 37.776726]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,,False,True,DataSF
1268601-02-211-1091175,1268601-02-211,1091175,Summit Startups LLC,Summit Startups LLC,548 Market St,San Francisco,CA,94104,2018-08-01T00:00:00.000,2020-11-02T00:00:00.000,548 Market St,San Francisco,94104,CA,7100-7199,"Arts, Entertainment, and Recreation","Arts, Entertainment, and Recreation",False,False,3,Financial District/South Beach,"{'type': 'Point', 'coordinates': [-122.4007965, 37.790064]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,,False,True,DataSF
1263534-11-201-1118854,1263534-11-201,1118854,Johnathan Richey,Golden State Electrical Innovations Inc,1055 Meadow Glen Ct,Fairfield,CA,94533,2020-11-03T00:00:00.000,2020-11-03T00:00:00.000,1055 Meadow Glen Ct,Fairfield,94533,CA,2300-2399,Construction,Construction,False,False,,,"{'type': 'Point', 'coordinates': [-122.01400498, 38.27691798]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,,False,True,DataSF
1263254-11-201-1118732,1263254-11-201,1118732,Byron E Cabrera,Cabreras Painting,18 Nancy Dr,San Pablo,CA,94806,2020-11-03T00:00:00.000,2020-11-03T00:00:00.000,,,,,,,,False,False,,,"{'type': 'Point', 'coordinates': [-122.327250029, 37.996760997]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2022-07-01T00:00:00.000,2022-07-01T00:00:00.000,,,,,,False,True,DataSF
1263311-11-201-1118757,1263311-11-201,1118757,Tanchan Corporation,Acai R,1130 Ocean Ave,San Francisco,CA,94112,2020-11-04T00:00:00.000,2020-11-04T00:00:00.000,920 Madrid St,San Francisco,94112,CA,7220-7229,Food Services,Food Services,False,False,7,West of Twin Peaks,"{'type': 'Point', 'coordinates': [-122.453829, 37.72359]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,H25,"RESTAURANT 1,000 - 2,000 SQFT","RESTAURANT 1,000 - 2,000 SQFT",,Ocean Ave,False,True,DataSF
1263326-11-201-1118763,1263326-11-201,1118763,Carlos Jorge Miranda,Miranda Technical,587 Dolores St Apt B,San Francisco,CA,94110,2020-11-04T00:00:00.000,2020-11-04T00:00:00.000,,,,,,,,False,False,8,Mission,"{'type': 'Point', 'coordinates': [-122.4255915, 37.760166]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2023-09-04T00:00:00.000,2023-09-04T00:00:00.000,,,,,,False,True,DataSF
1263312-11-201-1118757,1263312-11-201,1118757,Tanchan Corporation,Acai R,891 Bush St,San Francisco,CA,94108,2020-11-04T00:00:00.000,2020-11-04T00:00:00.000,920 Madrid St,San Francisco,94112,CA,7220-7229,Food Services,Food Services,False,False,3,Nob Hill,"{'type': 'Point', 'coordinates': [-122.411763, 37.789551]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,2021-07-01T00:00:00.000,,,,,,False,True,DataSF
1263328-11-201-1118766,1263328-11-201,1118766,Meson Constructive Capital Qp Lp,Captain Planet Lp,548 Market St 77987,San Francisco,CA,94104,2020-11-04T00:00:00.000,2020-11-04T00:00:00.000,,,,,5210-5239,Financial Services,Financial Services,False,False,3,Financial District/South Beach,"{'type': 'Point', 'coordinates': [-122.399839596, 37.790594988]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2022-07-01T00:00:00.000,2022-07-01T00:00:00.000,,,,,,False,True,DataSF
1264143-11-201-1119103,1264143-11-201,1119103,Left Side Maintenance Services LLC,Left Side Maintenance Services LLC,1968 S Coast Hwy Ste 4415,Laguna Beach,CA,92651,2020-11-05T00:00:00.000,2020-11-05T00:00:00.000,1968 S Coast Hwy 4415 Ste,Laguna Beach,92651,CA,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,,,"{'type': 'Point', 'coordinates': [-117.769907716, 33.527671457]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,,False,True,DataSF
1263419-11-201-1118804,1263419-11-201,1118804,Tech House Consulting LLC,Tech House Consulting,224 22nd Avenue,San Francisco,CA,94121,2020-11-05T00:00:00.000,2020-11-05T00:00:00.000,,,,,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,1,Outer Richmond,"{'type': 'Point', 'coordinates': [-122.4816255, 37.783485]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2021-11-10T00:00:00.000,2021-11-10T00:00:00.000,,,,,,False,True,DataSF
1272639-03-211-1113395,1272639-03-211,1113395,Happy Irish LLC,Happy Irish LLC,2101 Beach St,San Francisco,CA,94123,2019-08-20T00:00:00.000,2020-11-05T00:00:00.000,355 Buena Vista Ave E Unit 307w,San Francisco,94117,CA,5100-5199,Information,Information,False,False,2,Marina,"{'type': 'Point', 'coordinates': [-122.4438705, 37.80351]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,2023-10-25T00:00:00.000,,,,,,False,True,DataSF
1263373-11-201-1118785,1263373-11-201,1118785,Zodiac Heating & Air Conditioning Inc,Zodiac Heating & Air Conditioning Inc,14411 Gilmore St,Van Nuys,CA,91401,2020-11-05T00:00:00.000,2020-11-05T00:00:00.000,14411 Gilmore St,Van Nuys,91401,CA,2300-2399,Construction,Construction,False,False,,,"{'type': 'Point', 'coordinates': [-118.447058005, 34.187943979]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,,False,True,DataSF
1264774-12-201-1119346,1264774-12-201,1119346,Left Side Maintenance Services LLC,Left Side Maintenance Services LLC,1968 S. Coast Hwy Ste 4415,Laguna Beach,CA,92651,2020-11-05T00:00:00.000,2020-11-05T00:00:00.000,,,,,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,,,"{'type': 'Point', 'coordinates': [-117.769907716, 33.527671457]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2023-08-23T00:00:00.000,2023-08-23T00:00:00.000,,,,,,False,True,DataSF
1268760-02-211-1121045,1268760-02-211,1121045,Kristin Rains,Kristin Rains,230 Magellan Ave,San Francisco,CA,94116,2020-11-08T00:00:00.000,2020-11-08T00:00:00.000,0000 Undeliverable Mail,San Francisco,99999,CA,6100-6299,Private Education and Health Services,Private Education and Health Services,False,False,7,West of Twin Peaks,"{'type': 'Point', 'coordinates': [-122.4607905, 37.74735]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,2020-11-08T00:00:00.000,,,,,,False,True,DataSF
1327869-03-231-1118866,1327869-03-231,1118866,Taylor Herne,Tay Herne Hair,1808 Union St,San Francisco,CA,94123,2020-11-08T00:00:00.000,2020-11-08T00:00:00.000,2390 Chestnut St Apt 101,San Francisco,94123,CA,,,,False,False,2,Marina,"{'type': 'Point', 'coordinates': [-122.429232, 37.798101]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,Union Street,False,True,DataSF
1263652-11-201-0404456,1263652-11-201,0404456,Li Li Chang,Soul Scissors Hair Design,2601 Ocean Ave,San Francisco,CA,94132,2006-12-09T00:00:00.000,2020-11-09T00:00:00.000,538 Carter St 207b Apt,San Francisco,94134,CA,,,,False,False,7,West of Twin Peaks,"{'type': 'Point', 'coordinates': [-122.473503, 37.731519]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,2020-12-27T00:00:00.000,,,,,,False,True,DataSF
1263658-11-201-1118908,1263658-11-201,1118908,Ankarino Lara,Thismoment Content Cloud LLC,1632 Kaweah Dr,Pasadena,CA,91105,2020-11-09T00:00:00.000,2020-11-09T00:00:00.000,0000 Undeliverable Mail,San Francisco,99999,CA,5100-5199,Information,Information,False,False,,,"{'type': 'Point', 'coordinates': [-118.182359011, 34.131058014]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,,False,True,DataSF
1264017-11-201-1118909,1264017-11-201,1118909,William Jerome Wright,Castro & 18th Apparel,4096 18th St,San Francisco,CA,94114,2020-11-09T00:00:00.000,2020-11-09T00:00:00.000,,,,,,,,False,False,8,Castro/Upper Market,"{'type': 'Point', 'coordinates': [-122.434713, 37.761102]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2024-06-30T00:00:00.000,2020-12-10T00:00:00.000,,,,,Market/Castro,False,True,DataSF
1263584-11-201-1118882,1263584-11-201,1118882,Jennifer E Baity,"Jennifer Baity Lcsw Laadc, Therapy, Consultation, And Training",32 Lundys Ln 7,San Francisco,CA,94110,2020-11-09T00:00:00.000,2020-11-09T00:00:00.000,32 Lundys Ln 7,San Francisco,94110,CA,6100-6299,Private Education and Health Services,Private Education and Health Services,False,False,9,Bernal Heights,"{'type': 'Point', 'coordinates': [-122.4185445, 37.744965]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,,False,True,DataSF
1263639-11-201-1118900,1263639-11-201,1118900,Rajesh Mahadev,Aiot Solutions,1327 Bay St,San Francisco,CA,94123,2020-11-09T00:00:00.000,2020-11-09T00:00:00.000,,,,,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,2,Marina,"{'type': 'Point', 'coordinates': [-122.4288315, 37.803465]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2021-06-27T00:00:00.000,2021-06-27T00:00:00.000,,,,,,False,True,DataSF
1269430-02-211-1121327,1269430-02-211,1121327,Kath Path College Apps LLC,Kath Path College Apps LLC,346 Lake St,San Francisco,CA,94118,2020-11-10T00:00:00.000,2020-11-10T00:00:00.000,,,,,6100-6299,Private Education and Health Services,Private Education and Health Services,False,False,1,Inner Richmond,"{'type': 'Point', 'coordinates': [-122.463243, 37.786995]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2022-06-01T00:00:00.000,2022-06-01T00:00:00.000,,,,,,False,True,DataSF
1270016-02-211-1121570,1270016-02-211,1121570,"Paydarfar Industries, Inc.",Saratech,26054 Acero,Mission Viejo,CA,92691,2020-11-10T00:00:00.000,2020-11-10T00:00:00.000,0000 Undeliverable Mail,San Francisco,99999,CA,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,,,"{'type': 'Point', 'coordinates': [-117.676064986, 33.618575001]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,,False,True,DataSF
1263800-11-201-1118967,1263800-11-201,1118967,Tetsujin Corporation,Kaisen Don,3516 Balboa St,San Francisco,CA,94121,2020-11-11T00:00:00.000,2020-11-11T00:00:00.000,,,,,7220-7229,Food Services,Food Services,False,False,1,Outer Richmond,"{'type': 'Point', 'coordinates': [-122.496597, 37.775907]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2021-06-30T00:00:00.000,2021-06-30T00:00:00.000,,,,,,False,True,DataSF
1263814-11-201-1118974,1263814-11-201,1118974,Jeremy Zimmerman,Dry-Tech Roofing,6119 Old Redwood Way Ste B1a,Santa Rosa,CA,95403,2020-11-12T00:00:00.000,2020-11-12T00:00:00.000,0000 Undeliverable Mail,San Francisco,99999,CA,2300-2399,Construction,Construction,False,False,,,"{'type': 'Point', 'coordinates': [-122.781959978, 38.529070019]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,,False,True,DataSF
1263820-11-201-1118976,1263820-11-201,1118976,Jian Ming Zhou,Ken & Mary Hair Salon,738 Clement St,San Francisco,CA,94118,2020-11-12T00:00:00.000,2020-11-12T00:00:00.000,738 Clement St,San Francisco,94118,CA,,,,False,False,1,Inner Richmond,"{'type': 'Point', 'coordinates': [-122.4672165, 37.78308]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,,False,True,DataSF
1263935-11-201-1119020,1263935-11-201,1119020,Joaydo A Castanon,Jc General Maintenance Service,1035 Vicitation Ave,San Francisco,CA,94134,2020-11-13T00:00:00.000,2020-11-13T00:00:00.000,610 Clipper St 3 Apt,San Francisco,94114,CA,,,,False,False,10,Visitacion Valley,"{'type': 'Point', 'coordinates': [-122.409198695, 37.711777665]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,,False,True,DataSF
1263997-11-201-1119049,1263997-11-201,1119049,Lan T Tran,Amazing Nails,221 King St,San Francisco,CA,94107,2020-11-14T00:00:00.000,2020-11-14T00:00:00.000,221 King St,San Francisco,94107,CA,,,,False,False,6,Mission Bay,"{'type': 'Point', 'coordinates': [-122.392188, 37.77714]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,,False,True,DataSF
1283051-07-211-1035377,1283051-07-211,1035377,Zachary Wine,Adventure Ink,1190 Mission St Apt 314,San Francisco,CA,94103,2016-05-01T00:00:00.000,2020-11-15T00:00:00.000,,,,,,,,False,False,6,South of Market,"{'type': 'Point', 'coordinates': [-122.4127845, 37.777923]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2016-05-01T00:00:00.000,2016-05-01T00:00:00.000,,,,,Central Market,False,True,DataSF
1264008-11-201-1119054,1264008-11-201,1119054,Erik Paul Johnson,Johnson Trails,11470 Lockwood Dr,Truckee,CA,96161,2020-11-16T00:00:00.000,2020-11-16T00:00:00.000,,,,,2300-2399,Construction,Construction,False,False,,,"{'type': 'Point', 'coordinates': [-120.183212003, 39.35373798]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2021-01-01T00:00:00.000,2021-01-01T00:00:00.000,,,,,,False,True,DataSF
1323386-02-231-1142716,1323386-02-231,1142716,"Onelook, Inc D/B/A Lily Ai","Onelook, Inc D/B/A Lily Ai",800 W El Camino Real Ste 180,Mountain View,CA,94040,2020-11-16T00:00:00.000,2020-11-16T00:00:00.000,800 W El Camino Real Ste 180,Mountain View,94040,CA,,,,False,False,,,"{'type': 'Point', 'coordinates': [-122.084107027, 37.386536988]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,,False,True,DataSF
1264001-11-201-1119051,1264001-11-201,1119051,"Gamma Tech, Inc.","Gamma Tech, Inc.",1299 Dolores St.,San Francisco,CA,94110,2020-11-16T00:00:00.000,2020-11-16T00:00:00.000,2261 Market St,San Francisco,94114,CA,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,8,Mission,"{'type': 'Point', 'coordinates': [-122.4245475, 37.748781]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,,False,True,DataSF
1264031-11-201-1119062,1264031-11-201,1119062,Vaishali Goradia,Vaishali Goradia,343 Parker Ave,San Francisco,CA,94118,2020-11-16T00:00:00.000,2020-11-16T00:00:00.000,343 Parker Ave,San Francisco,94118,CA,7210-7219,Accommodations,Accommodations,False,True,1,Lone Mountain/USF,"{'type': 'Point', 'coordinates': [-122.454054, 37.779327]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,,False,True,DataSF
1264020-11-201-1119058,1264020-11-201,1119058,"The Faith Electric Group, Inc",Faith Electric,1140 Harrison St,San Francisco,CA,94103,2020-11-16T00:00:00.000,2020-11-16T00:00:00.000,,,,,2300-2399,Construction,Construction,False,False,6,South of Market,"{'type': 'Point', 'coordinates': [-122.4078525, 37.774989]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2022-01-01T00:00:00.000,2022-01-01T00:00:00.000,,,,,,False,True,DataSF
1316091-10-221-1139599,1316091-10-221,1139599,Earth Codes Observatory,Earth Codes Observatory,2443 Fillmore St Pmb 516,San Francisco,CA,94115,2020-11-16T00:00:00.000,2020-11-16T00:00:00.000,2443 Fillmore St Pmb 516,San Francisco,94115,CA,,,,False,False,2,Pacific Heights,"{'type': 'Point', 'coordinates': [-122.434821, 37.792197]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,,False,True,DataSF
1264241-11-201-1119150,1264241-11-201,1119150,"Leapyear Technologies, Inc.","Leapyear Technologies, Inc.",612 Howard St Ste 500,San Francisco,CA,94105,2020-11-19T00:00:00.000,2020-11-19T00:00:00.000,,,,,5100-5199,Information,Information,False,False,6,Financial District/South Beach,"{'type': 'Point', 'coordinates': [-122.398902, 37.786698]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2020-11-19T00:00:00.000,2020-11-19T00:00:00.000,,,,,,False,True,DataSF
1264332-11-201-1119191,1264332-11-201,1119191,"Tajer Ventures, LLC",Me For Tech Electronics And Gadgets,351 Turk St Unit 622,San Francisco,CA,94102,2020-11-19T00:00:00.000,2020-11-19T00:00:00.000,,,,,4400-4599,Retail Trade,Retail Trade,False,False,5,Tenderloin,"{'type': 'Point', 'coordinates': [-122.414796, 37.782612]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2024-06-30T00:00:00.000,2024-06-30T00:00:00.000,,,,***Administratively Closed,,False,True,DataSF
1264364-11-201-1119203,1264364-11-201,1119203,Micki Vo,Nail Me,4051 18th St,San Francisco,CA,94114,2020-11-20T00:00:00.000,2020-11-20T00:00:00.000,12 Callan Pl,Alameda,94502,CA,,,,False,False,8,Castro/Upper Market,"{'type': 'Point', 'coordinates': [-122.434038, 37.76076]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,Market/Castro,False,True,DataSF
1264321-11-201-1119186,1264321-11-201,1119186,Cai Construction,Cai Construction,1130 Fitzgerald Ave,San Francisco,CA,94124,2020-11-20T00:00:00.000,2020-11-20T00:00:00.000,1130 Fitzgerald Ave,San Francisco,94124,CA,2300-2399,Construction,Construction,False,False,10,Bayview Hunters Point,"{'type': 'Point', 'coordinates': [-122.389965, 37.720521]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,,False,True,DataSF
1264588-11-201-1119296,1264588-11-201,1119296,Derek Jin,Maison Verbena LLC,1 Marketplace Ferry Building 36,San Francisco,CA,94111,2020-11-22T00:00:00.000,2020-11-22T00:00:00.000,521 Whitecliff Dr,Vallejo,94589,CA,4400-4599,Retail Trade,Retail Trade,False,False,3,Financial District/South Beach,"{'type': 'Point', 'coordinates': [-122.39348, 37.795437]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,,False,True,DataSF
1302714-04-221-1134223,1302714-04-221,1134223,"Cake Ventures Management, LLC","Cake Ventures Management, LLC",2021 Fillmore St # 76,San Francisco,CA,94115,2020-11-23T00:00:00.000,2020-11-23T00:00:00.000,2021 Fillmore St # 76,San Francisco,94115,CA,5210-5239,Financial Services,Financial Services,False,False,2,Pacific Heights,"{'type': 'Point', 'coordinates': [-122.4339885, 37.788219]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,,,,,,False,True,DataSF
1264432-11-201-1119231,1264432-11-201,1119231,Gabriela Brown,Gabriela Brown Software Services,660 Oak Street,San Francisco,CA,94040,2020-11-23T00:00:00.000,2020-11-23T00:00:00.000,,,,,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,5,Hayes Valley,"{'type': 'Point', 'coordinates': [-122.430244005, 37.77432402]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2021-02-01T00:00:00.000,2021-02-01T00:00:00.000,,,,,,False,True,DataSF
1264886-12-201-1119402,1264886-12-201,1119402,Paul Anderson,Dangerbrain LLC,125 Gilbert Ave 18,San Francisco,CA,94103,2020-11-23T00:00:00.000,2020-11-23T00:00:00.000,,,,,,,,False,False,6,South of Market,"{'type': 'Point', 'coordinates': [-122.4024351, 37.773315879]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2023-12-12T00:00:00.000,2023-12-12T00:00:00.000,,,,,,False,True,DataSF
1264576-11-201-1012330,1264576-11-201,1012330,Grubmarket Inc,Leo's Apples,1925 Jerrold Ave,San Francisco,CA,94124,2015-04-09T00:00:00.000,2020-11-25T00:00:00.000,395 Oyster Point Blvd Ste 515,South San Francisco,94080,CA,4200-4299,Wholesale Trade,Wholesale Trade,False,False,10,Bayview Hunters Point,"{'type': 'Point', 'coordinates': [-122.3950005, 37.741806]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,2021-01-01T00:00:00.000,,,,,,False,True,DataSF
1265283-12-201-1119571,1265283-12-201,1119571,Skylight Tech Corporation,Skylight Tech Corporation,499 33rd Ave Apt 303,San Francisco,CA,94121,2020-11-30T00:00:00.000,2020-11-30T00:00:00.000,,,,,4200-4299 4400-4599,Multiple,Wholesale Trade; Retail Trade,False,False,1,Outer Richmond,"{'type': 'Point', 'coordinates': [-122.493354995, 37.779783527]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,2020-12-31T00:00:00.000,2020-12-31T00:00:00.000,,,,,,False,True,DataSF
