uniqueid,ttxid,certificate_number,ownership_name,dba_name,full_business_address,city,state,business_zip,dba_start_date,location_start_date,mailing_address_1,mail_city,mail_zipcode,mail_state,naic_code,naic_code_description,naics_code_descriptions_list,parking_tax,transient_occupancy_tax,supervisor_district,neighborhoods_analysis_boundaries,location,data_as_of,data_loaded_at,business_corridor,location_end_date,dba_end_date
1374608-11-241-1163907,1374608-11-241,1163907,Medtel Communications LLC,Medtel Communications LLC,4732 E State Road 64,Bradenton,FL,34208,2024-10-01T00:00:00.000,2024-10-01T00:00:00.000,242 Rangeline Rd,Longwood,32750,FL,5100-5199,Information,Information,False,False,,,"{'type': 'Point', 'coordinates': [-82.503693971, 27.49644298]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1374516-11-241-1163869,1374516-11-241,1163869,"Mitchell Jang Dds, Inc.",220 Dentistry,1275 18th Ave,San Francisco,CA,94122,2024-10-01T00:00:00.000,2024-10-01T00:00:00.000,90 Woodacre Dr Ste 107,San Francisco,94132,CA,6100-6299,Private Education and Health Services,Private Education and Health Services,False,False,7,Inner Sunset,"{'type': 'Point', 'coordinates': [-122.476428, 37.764072]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,2024-11-12T00:00:00.000,
1372377-10-241-1162948,1372377-10-241,1162948,Pinkmouse Studios LLC,Pinkmouse House LLC,50 Tioga Ave,San Francisco,CA,94134,2024-10-01T00:00:00.000,2024-10-10T00:00:00.000,31 Waverly Pl #,San Francisco,94108,CA,,,,False,True,10,Visitacion Valley,"{'type': 'Point', 'coordinates': [-122.403951, 37.716291]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1371875-10-241-1162746,1371875-10-241,1162746,Kungfu Noodle Express,Kungfu Noodle Express,1055 Taraval St,San Francisco,CA,94116,2024-10-01T00:00:00.000,2024-10-01T00:00:00.000,1055 Taraval St,San Francisco,94116,CA,7220-7229,Food Services,Food Services,False,False,4,Sunset/Parkside,"{'type': 'Point', 'coordinates': [-122.477607, 37.742769]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,Parkside Taraval,,
1371945-10-241-1162773,1371945-10-241,1162773,Citybachi Inc,Citybachi Inc,380 Bush St Ste 4,San Francisco,CA,94104,2024-10-01T00:00:00.000,2024-10-04T00:00:00.000,5504 Pine Hollow Rd,Concord,94521,CA,7220-7229,Food Services,Food Services,False,False,3,Financial District/South Beach,"{'type': 'Point', 'coordinates': [-122.403861, 37.790991]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1372299-10-241-1162916,1372299-10-241,1162916,"Expand Power Technologies, Inc.","Expand Power Technologies, Inc.",523 IVy St,San Francisco,CA,94102,2024-10-01T00:00:00.000,2024-10-01T00:00:00.000,523 IVy St,San Francisco,94102,CA,,,,False,False,5,Hayes Valley,"{'type': 'Point', 'coordinates': [-122.4267885, 37.776762]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1372585-10-241-1163037,1372585-10-241,1163037,Stephanides Law P.C.,Stephanides Law P.C.,4 Embarcadero Ctr Ste 1400,San Francisco,CA,94111,2024-10-01T00:00:00.000,2024-10-01T00:00:00.000,4 Embarcadero Ctr Ste 1400,San Francisco,94111,CA,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,6,Mission Bay,"{'type': 'Point', 'coordinates': [-122.388064189, 37.782029332]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1373540-10-241-1163441,1373540-10-241,1163441,"Aston Carter, Inc.","Aston Carter, Inc.",7301 Parkway Dr,Hanover,MD,21076,2024-10-01T00:00:00.000,2024-10-01T00:00:00.000,7301 Parkway Dr,Hanover,21076,MD,,,,False,False,,,"{'type': 'Point', 'coordinates': [-76.734685999, 39.171584011]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1373542-10-241-1163442,1373542-10-241,1163442,"Aerotek, Inc.","Aerotek, Inc.",7301 Parkway Dr,Hanover,MD,21076,2024-10-01T00:00:00.000,2024-10-01T00:00:00.000,7301 Parkway Dr,Hanover,21076,MD,,,,False,False,,,"{'type': 'Point', 'coordinates': [-76.734685999, 39.171584011]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1375957-12-241-1164483,1375957-12-241,1164483,Ekaterina Zhulanova,1301 42 Avenue,1301 42 Ave,San Francisco,CA,94122,2024-10-01T00:00:00.000,2024-10-01T00:00:00.000,1301 42 Ave,San Francisco,94122,CA,7210-7219,Accommodations,Accommodations,False,True,4,Sunset/Parkside,"{'type': 'Point', 'coordinates': [-122.5019475, 37.762299]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1375683-12-241-1164367,1375683-12-241,1164367,Keith Pavlik,Peerless Digital Services,167 Anderson St,San Francisco,CA,94110,2024-10-01T00:00:00.000,2024-10-01T00:00:00.000,167 Anderson St,San Francisco,94110,CA,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,9,Bernal Heights,"{'type': 'Point', 'coordinates': [-122.4149625, 37.740735]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1371706-10-241-1162671,1371706-10-241,1162671,Jmc Constr Inc,Jmc Constr Inc,1017 El Camino Real Blvd # Redwoo,Redwood City,CA,94063,2024-10-01T00:00:00.000,2024-10-01T00:00:00.000,1017 El Camino Real Ave # Redwood,Redwood City,94063,CA,2300-2399,Construction,Construction,False,False,,,"{'type': 'Point', 'coordinates': [-122.231810997, 37.484308997]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1372952-10-241-1163189,1372952-10-241,1163189,Nicholas Kwan,1040 Leavenworth,1040 Leavenworth St,San Francisco,CA,94108,2024-10-01T00:00:00.000,2024-10-01T00:00:00.000,299 Parker Ave,San Francisco,94118,CA,5300-5399,Real Estate and Rental and Leasing Services,Real Estate and Rental and Leasing Services,False,False,3,Nob Hill,"{'type': 'Point', 'coordinates': [-122.4153495, 37.790856]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1372323-10-241-1162926,1372323-10-241,1162926,Chateau De La Beaute LLC,Chateau De La Beaute LLC,950 Mason St Apt A1.3,San Francisco,CA,94108,2024-10-01T00:00:00.000,2024-10-01T00:00:00.000,950 Mason St Apt A1.3,San Francisco,94108,CA,8100-8139,Certain Services,Certain Services,False,False,3,Nob Hill,"{'type': 'Point', 'coordinates': [-122.410683, 37.792179]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1371709-10-241-1162673,1371709-10-241,1162673,Integrated Fireprotection Inc,Integrated Fireprotection Inc,1279 Po Box,Ceres,CA,95307,2024-10-01T00:00:00.000,2024-10-01T00:00:00.000,1279 Po Box,Ceres,95307,CA,2300-2399,Construction,Construction,False,False,,,,2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1372519-10-241-1163006,1372519-10-241,1163006,"Bdo Digital, LLC",Bdo Management Consulting,5300 Patterson Se Ave Ste 100,Grand Rapids,MI,49512,2024-10-01T00:00:00.000,2024-10-01T00:00:00.000,5300 Patterson Ave Se Ste 100,Grand Rapids,49512,MI,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,,,"{'type': 'Point', 'coordinates': [-85.544516009, 42.867966012]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1372188-10-241-1162870,1372188-10-241,1162870,Brian Secemsky Md Pc,Brian Secemsky Md Pc,555 Front St,San Francisco,CA,94117,2024-10-01T00:00:00.000,2024-10-01T00:00:00.000,50 Lenox Rd,Kensington,94707,CA,6100-6299,Private Education and Health Services,Private Education and Health Services,False,False,3,Financial District/South Beach,"{'type': 'Point', 'coordinates': [-122.399882992, 37.796428021]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1372321-10-241-1162925,1372321-10-241,1162925,"Porter Companies, Inc.","Porter Companies, Inc.",5399 S Villa Ave,Fresno,CA,93725,2024-10-01T00:00:00.000,2024-10-01T00:00:00.000,5399 S Villa Ave,Fresno,93725,CA,2300-2399,Construction,Construction,False,False,,,"{'type': 'Point', 'coordinates': [-119.713782845, 36.657469075]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1373278-10-241-1163327,1373278-10-241,1163327,Christopher Mulvihill,Sunset Cpa,1352 10th Ave Apt 202,San Francisco,CA,94122,2024-10-01T00:00:00.000,2024-10-15T00:00:00.000,1352 10th Ave Apt 202,San Francisco,94122,CA,5210-5239,Financial Services,Financial Services,False,False,7,Inner Sunset,"{'type': 'Point', 'coordinates': [-122.466996, 37.762974]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1372333-10-241-1162931,1372333-10-241,1162931,"Tohora, Inc.","Tohora, Inc.",802 Montgomery St,San Francisco,CA,94133,2024-10-01T00:00:00.000,2024-10-01T00:00:00.000,802 Montgomery St,San Francisco,94133,CA,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,3,Chinatown,"{'type': 'Point', 'coordinates': [-122.4033345, 37.796598]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1371642-10-241-1162644,1371642-10-241,1162644,Early Education And Family Services LLC,Early Education And Family Services LLC,3968 18th St,San Francisco,CA,94114,2024-10-01T00:00:00.000,2024-10-01T00:00:00.000,3968 18th St,San Francisco,94114,CA,6100-6299,Private Education and Health Services,Private Education and Health Services,False,False,8,Castro/Upper Market,"{'type': 'Point', 'coordinates': [-122.4320895, 37.761318]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1372547-10-241-1163019,1372547-10-241,1163019,"Paratus Ai, Inc","Paratus Ai, Inc",44 Tehama St,San Francisco,CA,94105,2024-10-01T00:00:00.000,2024-10-01T00:00:00.000,44 Tehama St # Address,San Francisco,94105,CA,5100-5199,Information,Information,False,False,6,Financial District/South Beach,"{'type': 'Point', 'coordinates': [-122.396643, 37.787598]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1373723-10-241-1163516,1373723-10-241,1163516,Shadow Electric LLC,Shadow Electric LLC,500 Dorado Ter,San Francisco,CA,94112,2024-10-01T00:00:00.000,2024-10-01T00:00:00.000,500 Dorado Ter,San Francisco,94112,CA,2300-2399,Construction,Construction,False,False,7,West of Twin Peaks,"{'type': 'Point', 'coordinates': [-122.4616455, 37.725633]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,Ocean Ave,,
1379874-02-251-1166210,1379874-02-251,1166210,Fruits & Nuts LLC,Fruits & Nuts LLC,833 Market St Fl 11,San Francisco,CA,94103,2024-10-01T00:00:00.000,2024-10-01T00:00:00.000,833 Market St Fl 11,San Francisco,94103,CA,7100-7199,"Arts, Entertainment, and Recreation","Arts, Entertainment, and Recreation",False,False,6,South of Market,"{'type': 'Point', 'coordinates': [-122.406084, 37.784808]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1372475-10-241-1162987,1372475-10-241,1162987,Hummingbird Fuels Inc,Hummingbird Fuels Inc,640 Oak St,San Francisco,CA,94117,2024-10-01T00:00:00.000,2024-10-01T00:00:00.000,640 Oak St,San Francisco,94117,CA,3100-3399,Manufacturing,Manufacturing,False,False,5,Hayes Valley,"{'type': 'Point', 'coordinates': [-122.4299565, 37.774377]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1372305-10-241-1162919,1372305-10-241,1162919,Lindsey Luebe Therapy,Lindsey Luebe Therapy,975 Clayton St,San Francisco,CA,94117,2024-10-01T00:00:00.000,2024-10-01T00:00:00.000,975 Clayton St,San Francisco,94117,CA,6100-6299,Private Education and Health Services,Private Education and Health Services,False,False,8,Haight Ashbury,"{'type': 'Point', 'coordinates': [-122.447574, 37.764144]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1379607-02-251-1166093,1379607-02-251,1166093,Eric Debbane Crt,Eric Debbane Crt,2515 Mission St # 17,San Francisco,CA,94110,2024-10-01T00:00:00.000,2024-10-01T00:00:00.000,1352 Filbert St St #,San Francisco,94109,CA,5300-5399,Real Estate and Rental and Leasing Services,Real Estate and Rental and Leasing Services,False,False,9,Mission,"{'type': 'Point', 'coordinates': [-122.418531, 37.756755]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1373597-10-241-1163469,1373597-10-241,1163469,"Ambr Technologies, Inc.","Ambr Technologies, Inc.",2261 Market St,San Francisco,CA,94114,2024-10-01T00:00:00.000,2024-10-01T00:00:00.000,2261 Market St Ste 5531,San Francisco,94114,CA,,,,False,False,8,Castro/Upper Market,"{'type': 'Point', 'coordinates': [-122.4319545, 37.764693]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,Market/Castro,,
1372097-10-241-1162829,1372097-10-241,1162829,David Starke,David Starke,868 Minnesota St Unit 511,San Francisco,CA,94107,2024-10-01T00:00:00.000,2024-10-01T00:00:00.000,868 Minnesota St Unit 511,San Francisco,94107,CA,5100-5199,Information,Information,False,False,10,Potrero Hill,"{'type': 'Point', 'coordinates': [-122.390874, 37.75968]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1372376-10-241-1162948,1372376-10-241,1162948,Pinkmouse Studios LLC,Pinkmouse Studios LLC,31 Waverly Pl,San Francisco,CA,94108,2024-10-01T00:00:00.000,2024-10-01T00:00:00.000,31 Waverly Pl #,San Francisco,94108,CA,,,,False,False,3,Chinatown,"{'type': 'Point', 'coordinates': [-122.406975, 37.793709]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,Chinatown,,
1371659-10-241-1162650,1371659-10-241,1162650,Jorge Macias Villegas LLC,Jmv LLC,50 California St Ste 1500,San Francisco,CA,94111,2024-10-01T00:00:00.000,2024-10-01T00:00:00.000,50 California St Ste 1500,San Francisco,94111,CA,4800-4999,Transportation and Warehousing,Transportation and Warehousing,False,False,3,Financial District/South Beach,"{'type': 'Point', 'coordinates': [-122.397363, 37.79406]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1371963-10-241-1162780,1371963-10-241,1162780,Angelina Elhassan,Angelina Elhassan,3318 Broderick St,San Francisco,CA,94123,2024-10-01T00:00:00.000,2024-10-01T00:00:00.000,3318 Broderick St,San Francisco,94123,CA,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,2,Marina,"{'type': 'Point', 'coordinates': [-122.444505, 37.801062]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1373343-10-241-1163355,1373343-10-241,1163355,"Actalent Services, LLC","Actalent Services, LLC",7301 Parkway Dr,Hanover,MD,21076,2024-10-01T00:00:00.000,2024-10-01T00:00:00.000,7301 Parkway Dr,Hanover,21076,MD,,,,False,False,,,"{'type': 'Point', 'coordinates': [-76.734685999, 39.171584011]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1372534-10-241-1163013,1372534-10-241,1163013,"Cal Estate Planning, Pc","Cal Estate Planning, Pc",3 E 3rd Ave Ste 200,San Mateo,CA,94401,2024-10-01T00:00:00.000,2024-10-01T00:00:00.000,3 E 3rd Ave Ste 200,San Mateo,94401,CA,,,,False,False,,,"{'type': 'Point', 'coordinates': [-122.325897255, 37.563157509]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1372499-10-241-1162997,1372499-10-241,1162997,Sl Management Services LLC,Sl Management Services LLC,2779 Mission St,San Francisco,CA,94110,2024-10-01T00:00:00.000,2024-10-01T00:00:00.000,2779 Mission St,San Francisco,94110,CA,5600-5699,Administrative and Support Services,Administrative and Support Services,False,False,9,Mission,"{'type': 'Point', 'coordinates': [-122.4181395, 37.75266]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1373244-10-241-1163312,1373244-10-241,1163312,Oscura Yoga,Oscura Yoga And Holistic Therapy,208 Pennsylvania Ave Apt 3,San Francisco,CA,94107,2024-10-01T00:00:00.000,2024-10-01T00:00:00.000,208 Pennsylvania Ave Apt 3,San Francisco,94107,CA,6100-6299,Private Education and Health Services,Private Education and Health Services,True,False,10,Potrero Hill,"{'type': 'Point', 'coordinates': [-122.393961, 37.763586]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1371818-10-241-1162722,1371818-10-241,1162722,Modern Dynasty LLC,Modern Dynasty LLC,1750 38th Ave,San Francisco,CA,94122,2024-10-01T00:00:00.000,2024-10-01T00:00:00.000,1750 38th Ave,San Francisco,94122,CA,,,,False,False,4,Sunset/Parkside,"{'type': 'Point', 'coordinates': [-122.4965835, 37.754262]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1372103-10-241-1162832,1372103-10-241,1162832,Pfg Flooring,Phil The Floor Guy,1642 Po Box,Mill Valley,CA,94942,2024-10-01T00:00:00.000,2024-10-01T00:00:00.000,1642 Po Box,Mill Valley,94942,CA,2300-2399,Construction,Construction,False,False,,,,2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1372502-10-241-1162998,1372502-10-241,1162998,El Pharos Inc,Las Brisas De Acapulco,3137 Mission St,San Francisco,CA,94110,2024-10-01T00:00:00.000,2024-10-01T00:00:00.000,2779 Mission St,San Francisco,94110,CA,7220-7229,Food Services,Food Services,False,False,9,Bernal Heights,"{'type': 'Point', 'coordinates': [-122.4186255, 37.747071]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,Mission Street,,
1371924-10-241-1162765,1371924-10-241,1162765,Cristian Torres-Perez,Torres Electric,215 Olympic Way,San Rafael,CA,94903,2024-10-01T00:00:00.000,2024-10-01T00:00:00.000,215 Olympic Way,San Rafael,94903,CA,2300-2399,Construction,Construction,False,False,,,"{'type': 'Point', 'coordinates': [-122.53047296, 38.01380698]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1371910-10-241-1162761,1371910-10-241,1162761,Globallion LLC,Globallion LLC,401 Harrison St Apt 15c,San Francisco,CA,94105,2024-10-01T00:00:00.000,2024-10-01T00:00:00.000,401 Harrison St Apt 15c,San Francisco,94105,CA,4200-4299,Wholesale Trade,Wholesale Trade,False,False,6,Financial District/South Beach,"{'type': 'Point', 'coordinates': [-122.3921565, 37.786491]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1371657-10-241-1162649,1371657-10-241,1162649,Catalyst Bioamendments LLC,Catalyst Bioamendments LLC,116 Forest Glade Cir,Grass Valley,CA,95945,2024-10-01T00:00:00.000,2024-10-01T00:00:00.000,,,,,,,,False,False,,,"{'type': 'Point', 'coordinates': [-121.072035973, 39.221560983]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,2024-10-01T00:00:00.000,2024-10-01T00:00:00.000
1371627-10-241-1162637,1371627-10-241,1162637,Green Gate Energy Solutions LLC,Green Gate Energy Solutions LLC,22 A Mooring Rd,San Rafael,CA,94901,2024-10-01T00:00:00.000,2024-10-01T00:00:00.000,22a Mooring Rd,San Rafael,94901,CA,2300-2399,Construction,Construction,False,False,,,"{'type': 'Point', 'coordinates': [-122.509816011, 37.967454008]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1381282-02-251-1166804,1381282-02-251,1166804,Demetrius Williams,Demetrius Williams,1443 Newcomb Ave,San Francisco,CA,94124,2024-10-01T00:00:00.000,2024-10-01T00:00:00.000,1443 Newcomb Ave,San Francisco,94124,CA,,,,False,False,10,Bayview Hunters Point,"{'type': 'Point', 'coordinates': [-122.3870625, 37.733382]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1373538-10-241-1163440,1373538-10-241,1163440,"Aerotek Aviation, LLC","Aerotek Aviation, LLC",7301 Parkway Dr,Hanover,MD,21076,2024-10-01T00:00:00.000,2024-10-01T00:00:00.000,7301 Parkway Dr,Hanover,21076,MD,,,,False,False,,,"{'type': 'Point', 'coordinates': [-76.734685999, 39.171584011]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1372953-10-241-1163189,1372953-10-241,1163189,Nicholas Kwan,949 Capp,949 Capp St,San Francisco,CA,94110,2024-10-01T00:00:00.000,2024-10-01T00:00:00.000,299 Parker Ave,San Francisco,94118,CA,5300-5399,Real Estate and Rental and Leasing Services,Real Estate and Rental and Leasing Services,False,False,9,Mission,"{'type': 'Point', 'coordinates': [-122.4169785, 37.751436]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1372902-10-241-1163171,1372902-10-241,1163171,Flores Billiards Inc,Billiard Palacade,5179 Mission St,San Francisco,CA,94112,2024-10-01T00:00:00.000,2024-10-01T00:00:00.000,5179 Mission St,San Francisco,94112,CA,7100-7199,"Arts, Entertainment, and Recreation","Arts, Entertainment, and Recreation",False,False,11,Excelsior,"{'type': 'Point', 'coordinates': [-122.44113, 37.715769]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1371643-10-241-1162644,1371643-10-241,1162644,Early Education And Family Services LLC,Meine Freunde Und Ich,3968 18th St,San Francisco,CA,94114,2024-10-01T00:00:00.000,2024-10-01T00:00:00.000,3968 18th St,San Francisco,94114,CA,6100-6299,Private Education and Health Services,Private Education and Health Services,False,False,8,Castro/Upper Market,"{'type': 'Point', 'coordinates': [-122.4320895, 37.761318]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1372318-10-241-1162924,1372318-10-241,1162924,Gil Mendez,Mendez Interiors & Design,2412 Harrison St Unit 213,San Francisco,CA,94110,2024-10-01T00:00:00.000,2024-10-01T00:00:00.000,2412 Harrison St Unit 213,San Francisco,94110,CA,4200-4299 5400-5499,Multiple,"Wholesale Trade; Professional, Scientific, and Technical Services",False,False,9,Mission,"{'type': 'Point', 'coordinates': [-122.412523327, 37.75876609]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1372441-10-241-1162973,1372441-10-241,1162973,Jingtian Zong,Jingtian Zong,600 Fell St Apt 506,San Francisco,CA,94102,2024-10-01T00:00:00.000,2024-10-01T00:00:00.000,600 Fell St Apt 506,San Francisco,94102,CA,7100-7199,"Arts, Entertainment, and Recreation","Arts, Entertainment, and Recreation",False,False,5,Hayes Valley,"{'type': 'Point', 'coordinates': [-122.427999, 37.775556]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1372506-10-241-1163000,1372506-10-241,1163000,Tiny Tiger Veterinary Services,Tiny Tiger Veterinary Services Inc.,4106 A 17th St,San Francisco,CA,94114,2024-10-01T00:00:00.000,2024-10-01T00:00:00.000,4304 18th St Unit 14097,San Francisco,94114,CA,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,8,Castro/Upper Market,"{'type': 'Point', 'coordinates': [-122.437521, 37.762641]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1371805-10-241-1162716,1371805-10-241,1162716,Centerwell Solutions Inc.,228 Accelerator,4828 Illinois Nw Ave,Washington,DC,20011,2024-10-01T00:00:00.000,2024-10-01T00:00:00.000,4828 Illinois Ave Nw #,Washington,20011,DC,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,,,"{'type': 'Point', 'coordinates': [-77.023389673, 38.949236175]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1371760-10-241-1162695,1371760-10-241,1162695,"Tie Dye By Gail , Gail Barsky",Tie Dye By Gail,396 Alri Alric Drive,San Jose,CA,95123,2024-10-01T00:00:00.000,2024-10-01T00:00:00.000,396 Alric Drive Dr,San Jose,95123,CA,4400-4599,Retail Trade,Retail Trade,False,False,,,"{'type': 'Point', 'coordinates': [-121.806589003, 37.230964004]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1375838-12-241-1164433,1375838-12-241,1164433,Konbini LLC,Konbini,300 De Haro St Ste 342,San Francisco,CA,94103,2024-10-01T00:00:00.000,2024-10-01T00:00:00.000,1543 Treat Ave,San Francisco,94110,CA,7220-7229,Food Services,Food Services,False,False,10,Mission Bay,"{'type': 'Point', 'coordinates': [-122.4020385, 37.765728]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1380296-02-251-1166399,1380296-02-251,1166399,Brenda Stone,Yen & Stone,912 Cole St,San Francisco,CA,94117,2024-10-01T00:00:00.000,2024-10-01T00:00:00.000,912 Cole St # 188,San Francisco,94117,CA,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,8,Haight Ashbury,"{'type': 'Point', 'coordinates': [-122.449716, 37.765584]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1372496-10-241-1162996,1372496-10-241,1162996,"La Mission Taco, Inc.",Taqueria El Farolito #1,2779 Mission St,San Francisco,CA,94110,2024-10-01T00:00:00.000,2024-10-01T00:00:00.000,2779 Mission St,San Francisco,94110,CA,7220-7229,Food Services,Food Services,False,False,9,Mission,"{'type': 'Point', 'coordinates': [-122.4181395, 37.75266]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1377824-01-251-1165311,1377824-01-251,1165311,Aguilar Cafe Guatemalteco,Aguilar Cafe Guatemalteco,4794 Mission St,San Francisco,CA,94112,2024-10-01T00:00:00.000,2024-10-01T00:00:00.000,5323 Gately Ave,Richmond,94804,CA,7220-7229,Food Services,Food Services,False,False,11,Outer Mission,"{'type': 'Point', 'coordinates': [-122.43762, 37.721538]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,Mission Street,,
1375113-11-241-1164120,1375113-11-241,1164120,Urban Advantage Media Inc.,Urban Advantage Media Inc.,1450 Revere Ave,San Francisco,CA,94124,2024-10-01T00:00:00.000,2024-10-01T00:00:00.000,1450 Revere Ave,San Francisco,94124,CA,7100-7199,"Arts, Entertainment, and Recreation","Arts, Entertainment, and Recreation",False,False,10,Bayview Hunters Point,"{'type': 'Point', 'coordinates': [-122.387238, 37.730313]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1371669-10-241-1162655,1371669-10-241,1162655,Gingery Electric,Gingery Electric,1430 Leah Way,Oakdale,CA,95361,2024-10-01T00:00:00.000,2024-10-01T00:00:00.000,1430 Leah Way,Oakdale,95361,CA,2300-2399,Construction,Construction,False,False,,,"{'type': 'Point', 'coordinates': [-120.835686, 37.778660021]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1371744-10-241-1162689,1371744-10-241,1162689,Christopher Albert Consulting,Christopher Albert Consulting,207 Stonecrest Dr,San Francisco,CA,94132,2024-10-01T00:00:00.000,2024-10-01T00:00:00.000,207 Stonecrest Dr,San Francisco,94132,CA,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,7,West of Twin Peaks,"{'type': 'Point', 'coordinates': [-122.473962, 37.726587]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1372372-10-241-1162946,1372372-10-241,1162946,Frances Strong,Frances Strong,847 Kansas St,San Francisco,CA,94107,2024-10-01T00:00:00.000,2024-10-01T00:00:00.000,847 Kansas St,San Francisco,94107,CA,5400-5499,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",False,False,10,Potrero Hill,"{'type': 'Point', 'coordinates': [-122.4026865, 37.758969]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
1373096-10-241-1163252,1373096-10-241,1163252,"Absolute Pro Plumbing, Inc","Absolute Pro Plumbing, Inc",32108 Alvarado Blvd,Union City,CA,94587,2024-10-01T00:00:00.000,2024-10-01T00:00:00.000,32108 Alvarado Blvd,Union City,94587,CA,2300-2399,Construction,Construction,False,False,,,"{'type': 'Point', 'coordinates': [-122.067716401, 37.58879442]}",2025-03-09T00:00:00.000,2025-03-09T04:12:33.000,,,
