ttxid,certificate_number,ownership_name,dba_name,full_business_address,city,state,business_zip,dba_start_date,location_start_date,location_end_date,mailing_address_1,mail_city,mail_zipcode,mail_state,naic_code,naic_code_description,parking_tax,transient_occupancy_tax,lic,lic_code_description,supervisor_district,neighborhoods_analysis_boundaries,dba_end_date,business_corridor
0422766-02-001,0422766,Esmiol Properties LLC,700 Broadway,700 Broadway,San Francisco,CA,94115,2007-10-27T00:00:00.000,2007-10-27T00:00:00.000,2014-01-01T00:00:00.000,2767 Octavia St,San Francisco,94123,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,
0039812-05-001,0039812,Chung Burk H & Mary,850-52 Jackson St Apartment,850 Jackson St,San Francisco,CA,94133,1987-03-03T00:00:00.000,1987-03-03T00:00:00.000,,2131 19th Ave,San Francisco,94116,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,
1267663-01-211,1086954,Wenyan Huang,Good View Trading,1343 Stockton St,San Francisco,CA,94133,2018-04-27T00:00:00.000,2021-01-01T00:00:00.000,2021-01-02T00:00:00.000,,,,,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,2022-12-31T00:00:00.000,
1295953-01-221,1123508,"Roof Los Angeles, Inc",Roof San Francisco,595 Pacific Ave Ste 400,San Francisco,CA,94133,2021-04-19T00:00:00.000,2022-01-01T00:00:00.000,2022-07-12T00:00:00.000,2181 Greenwich St,San Francisco,94123,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,
0418902-01-001,0418902,Golden Gate Hills Development,Golden Gate Hills Dev Co Inc,838 Grant Ave,San Francisco,CA,94108,2000-01-01T00:00:00.000,2000-01-01T00:00:00.000,,740 Jackson St,San Francisco,94133,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,Chinatown
0482548-01-001,0482548,Jackson Cchca LLC,821 Jackson St,821 Jackson St,San Francisco,CA,94133,2013-08-01T00:00:00.000,2013-08-01T00:00:00.000,,1543 Sloat Blvd Unit 320069,San Francisco,94132,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,
1342987-09-231,1150877,Susan Wu,916-920 Clay St.,916 -920 Clay St Apt,San Francisco,CA,94108,2023-09-18T00:00:00.000,2023-09-18T00:00:00.000,,455 23rd Ave,San Francisco,94121,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,
1246767-02-201,1112067,Pegasus Plaza LLC,Pegasus Plaza LLC,558 Sacramento St,San Francisco,CA,94111,2017-08-15T00:00:00.000,2017-08-15T00:00:00.000,,1 Harbor Dr 205 Ste,Sausalito,94965,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,
1135924-02-171,1065344,88 Broadway Family Lp,88 Broadway Family Lp,600 California St Ste 900,San Francisco,CA,94108,2017-01-04T00:00:00.000,2017-01-04T00:00:00.000,,600 California St Ste 900,San Francisco,94108,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,
0941596-01-001,0941596,Seeto Et Al,Gold Hill Enterprises,1140 Powell St,San Francisco,CA,94108,1995-05-11T00:00:00.000,1995-05-11T00:00:00.000,,1017 Erica Rd,Mill Valley,94941,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,
0172971-01-001,0172971,Luk Chiu-Ki,729-733 Clay Buildings,729 Clay St,San Francisco,CA,94108,1987-01-01T00:00:00.000,1987-01-01T00:00:00.000,,733 Clay St,San Francisco,94108,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,HHH,HEALTHY HOUSING HOTELS,3,Chinatown,,Chinatown
1160902-09-171,1076011,Robert Wertz As Trustee Of Wertz Family Trust,None,1338 Mason St,San Francisco,CA,94133,2017-09-12T00:00:00.000,2017-09-12T00:00:00.000,2017-09-12T00:00:00.000,,,,,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,2017-09-12T00:00:00.000,
1377632-01-251,1165227,Clay Kearny Merchant Corp.,Clay Kearny Merchant Corp.,659 Merchant St,San Francisco,CA,94111,2024-09-10T00:00:00.000,2024-09-10T00:00:00.000,,2025 Pioneer Ct,San Mateo,94403,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,
1030917-06-151,1014671,Boschetto Giampaolo,Giampaolo Boschetti,1076 Washington St,San Francisco,CA,94123,2014-01-01T00:00:00.000,2014-01-01T00:00:00.000,2017-06-30T00:00:00.000,955 Prague St,San Francisco,94112,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,
1241069-12-191,1109442,Avenue 8 Inc.,Avenue 8,595 Pacific Ave Fl 4,San Francisco,CA,94133,2019-03-27T00:00:00.000,2019-03-27T00:00:00.000,,595 Pacific Ave Fl 4,San Francisco,94133,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,
0414255-01-001,0414255,Kou Va Kuan & Hang Cham,1600-1604 Powell St Apts,1600 Powell St,San Francisco,CA,94133,2007-03-01T00:00:00.000,2007-03-01T00:00:00.000,,1533 Powell St,San Francisco,94133,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,
0330678-04-001,0330678,Wuteh Of China Inc/Chung Ent,Chung Enterprise Lp,649 Kearny St,San Francisco,CA,94108,1999-01-01T00:00:00.000,2009-04-01T00:00:00.000,,25 Kearny St Ste 302,San Francisco,94108,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,Chinatown
1055461-02-161,1026932,San Francisco Lodge Chinese American Citizens Alliance,847 Clay St,847 Clay St,San Francisco,CA,94108,1932-02-15T00:00:00.000,1932-02-15T00:00:00.000,,1044 Stockton St,San Francisco,94108,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,Chinatown
1000868-07-141,1000671,716 Sacramento LLC,716 Sacramento LLC,716 Sacramento St,San Francisco,CA,94108,2014-06-01T00:00:00.000,2014-06-01T00:00:00.000,,480 3rd St,Oakland,94607,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,Chinatown
1354443-02-241,1038659,Broadway & Columbus Inc,618-626 Broadway - Comm,620 Broadway,San Francisco,CA,94133,2016-01-01T00:00:00.000,2024-02-28T00:00:00.000,,900 Van Ness Ave Ste 102,San Francisco,94109,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,"Chinatown, North Beach"
1043469-10-151,1020332,Ru Ju Chin Family Partners Lp,"730 Washington Street, San Francisco, Ca 94108",730 Washington St,San Francisco,CA,94108,2014-01-01T00:00:00.000,2014-01-01T00:00:00.000,,1145 Bush St,San Francisco,94109,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,Chinatown
0207781-08-001,0207781,Lee Yim Keung,Silver Stone Central Mgt Co,843 Clay St Mezz,San Francisco,CA,94108,1991-09-04T00:00:00.000,2013-09-06T00:00:00.000,2022-11-30T00:00:00.000,843 Clay St # Mezz,San Francisco,94108,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,
0075374-03-001,0075374,Lau Jeffrey & Sophie,1952-1956 Mason Apts,1952 Mason St,San Francisco,CA,94133,1972-01-01T00:00:00.000,1974-08-14T00:00:00.000,2013-12-31T00:00:00.000,1945 Ocean Ave,San Francisco,94127,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,North Beach
1157846-08-171,1074654,640 Clay LLC,640 Clay,640 Clay St,San Francisco,CA,94108,2017-08-11T00:00:00.000,2017-08-11T00:00:00.000,2017-09-22T00:00:00.000,1082 Folsom St,San Francisco,94103,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,
1311132-08-221,1109442,Avenue 8 Inc.,Palm Springs Home Team,595 Pacific Ave Fl 4,San Francisco,CA,94133,2019-03-27T00:00:00.000,2022-08-01T00:00:00.000,2024-08-01T00:00:00.000,595 Pacific Ave Fl 4,San Francisco,94133,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,
1061293-04-161,1030085,Kuang's Inc.,Kuang's Realty Group,714 Kearny St,San Francisco,CA,94108,2016-04-01T00:00:00.000,2016-04-01T00:00:00.000,2017-12-31T00:00:00.000,,,,,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,2017-12-31T00:00:00.000,Chinatown
0909941-01-001,0909941,Shiek H & Susan Yee,880  Vallejo St Apts,880 Vallejo St,San Francisco,CA,94133,1991-11-30T00:00:00.000,1991-11-30T00:00:00.000,,1362 Geneva Ave,San Francisco,94112,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,
0051974-01-001,0051974,Moy Howard S,1115/1121 Rentals,1115 Stockton St Apt 301,San Francisco,CA,94133,1968-10-01T00:00:00.000,1968-10-01T00:00:00.000,,1026 Florin Rd 299,Sacramento,95831,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,Chinatown
0436725-01-001,0436725,Prato Barbara M,68/74 John Rental,68 John St,San Francisco,CA,94133,2009-03-04T00:00:00.000,2009-03-04T00:00:00.000,,3475 California St,San Francisco,94118,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,
1346104-11-231,1109442,Avenue 8 Inc.,Kasa Real Estate Group,595 Pacific Ave Fl 4,San Francisco,CA,94133,2019-03-27T00:00:00.000,2023-11-06T00:00:00.000,2024-08-01T00:00:00.000,595 Pacific Ave Fl 4,San Francisco,94133,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,
1150481-06-171,1070882,Sally J. Williams,Sally J Williams,1342 Mason St,San Francisco,CA,94133,2017-05-25T00:00:00.000,2017-06-09T00:00:00.000,2019-02-25T00:00:00.000,,,,,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,2019-02-25T00:00:00.000,
1030843-06-151,1014628,Wenwu Jin,Wenwu Jin,929 Clay St #505,San Francisco,CA,94108,2012-09-01T00:00:00.000,2012-09-01T00:00:00.000,,929 Clay St Ste 505,San Francisco,94108,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,
1152424-06-171,1000652,Breather Products Us Inc,Breather,138 Columbus Ave,San Francisco,CA,94133,2014-07-01T00:00:00.000,2016-12-19T00:00:00.000,2017-09-26T00:00:00.000,,,,,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,2020-12-16T00:00:00.000,
0056430-15-001,0056430,Young Lai,41-53 Ross Alley,41 Ross Aly #53,San Francisco,CA,94108,1968-10-01T00:00:00.000,1995-08-16T00:00:00.000,,552 Filbert St,San Francisco,94133,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,HHH,HEALTHY HOUSING HOTELS,3,Chinatown,,Chinatown
0422766-08-001,0422766,Esmiol Properties LLC,1317 Stockton St Bldg,1317 Stockton St,San Francisco,CA,94133,2007-10-27T00:00:00.000,2007-10-27T00:00:00.000,,2767 Octavia St,San Francisco,94123,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,Chinatown
1325061-02-231,1142921,Karen Tov,"Tech Tov, LLC",277 Columbus Ave # 279,San Francisco,CA,94133,2019-11-26T00:00:00.000,2019-11-26T00:00:00.000,2019-11-26T00:00:00.000,,,,,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,2019-11-26T00:00:00.000,Chinatown
0136414-01-002,0136414,Woo Anna,Q & W Properties,3 Stark Aly,San Francisco,CA,94133,1982-07-07T00:00:00.000,1982-07-07T00:00:00.000,2024-06-30T00:00:00.000,,,,,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,2024-06-30T00:00:00.000,
0056663-03-001,0056663,First Development Corporation,4-36 Columbus Buildings,4 Columbus Ave,San Francisco,CA,94111,1969-07-01T00:00:00.000,1977-04-24T00:00:00.000,,233 Sansome St Ste 1088,San Francisco,94104,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,
1042058-10-151,1019668,Bluestone Asset Management Corp,Bluestone Assset Management Corp,447 Battery St #230,San Francisco,CA,94111,2012-01-01T00:00:00.000,2012-01-01T00:00:00.000,,447 Battery St Ste 230,San Francisco,94111,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,
1280974-06-211,0052128,Gee Family Trust,806-808 Vallejo Apts,1501 Powell St,San Francisco,CA,94133,1968-10-01T00:00:00.000,2021-06-28T00:00:00.000,,2362 27th Ave,San Francisco,94116,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,
1052385-02-161,1024664,Bypass Trust Of The Lee Family Trust,Bypass Trust Of The Lee Family Trust,775 Jackson St,San Francisco,CA,94133,2003-07-01T00:00:00.000,2003-07-01T00:00:00.000,,Po Box 320173,San Francisco,94132,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,Chinatown
0073725-01-001,0073725,Roderick P Bushnell Etal,Bushnell-Caplan-Fielding,900 Kearny St 299,San Francisco,CA,94133,1971-09-01T00:00:00.000,2008-01-09T00:00:00.000,2017-07-06T00:00:00.000,400 Brannan St Ste 7,San Francisco,94107,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,Chinatown
0050726-01-001,0050726,Woo Billy,237 Columbus Apts,237 Columbus Ave,San Francisco,CA,94133,1969-01-01T00:00:00.000,1969-01-01T00:00:00.000,,237 Columbus Ave,San Francisco,94133,CA,5300-5399,Real Estate and Rental and Leasing Services,False,True,HHH,HEALTHY HOUSING HOTELS,3,Chinatown,,Chinatown
0363930-01-001,0363930,Wong Brenda,Bw Mgmt Co,804 Pacific Ave,San Francisco,CA,94133,2003-02-20T00:00:00.000,2003-02-20T00:00:00.000,,2 Cordelia St,San Francisco,94133,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,Chinatown
1022855-03-151,0134680,Lui Frederick W,Frederick W Lui,1814 Mason St,San Francisco,CA,94133,1982-03-15T00:00:00.000,2011-10-01T00:00:00.000,,2302 Fillmore St,San Francisco,94115,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,
1065230-05-161,1031918,Won Gail,930 Jackson St,930 Jackson St,San Francisco,CA,94133,2016-04-30T00:00:00.000,2016-04-30T00:00:00.000,,930 Jackson St,San Francisco,94133,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,
1152114-06-171,1072419,"Chow, Chow & Kan",622-624 Jackson Bldf,622 Jackson Street,San Francisco,CA,94133,2014-01-01T00:00:00.000,2014-01-01T00:00:00.000,2014-01-01T00:00:00.000,,,,,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,2014-01-01T00:00:00.000,Chinatown
0474833-01-001,0474833,Montgomery Street Partners LLC,Montgomery Street Partners LLC,500 Washington St Ste 488,San Francisco,CA,94111,2012-07-31T00:00:00.000,2012-07-31T00:00:00.000,2023-05-24T00:00:00.000,,,,,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,2023-05-24T00:00:00.000,
0098419-01-001,0098419,Lee Denny Pak Ho Etal,1335-1343 Powell St Apartments,1335 Powell St,San Francisco,CA,94133,1975-03-13T00:00:00.000,1975-03-13T00:00:00.000,,1229 College Ave,Alameda,94501,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,
0387093-01-001,0387093,Florida Pete Incorporated,Capitl Pacific Re Brokerage Co,600 California St Ste 520,San Francisco,CA,94108,2005-04-11T00:00:00.000,2010-10-01T00:00:00.000,2013-10-10T00:00:00.000,2 Embarcadero Ctr Ste 1440,San Francisco,94111,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,
0132409-02-001,0132409,Wong Chick Chuen,638-644 Pacific Ave Bldg,638 Pacific Ave #644,San Francisco,CA,94133,1981-10-21T00:00:00.000,1997-08-28T00:00:00.000,,800 Morningside Dr,Millbrae,94030,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,Chinatown
0316584-01-001,0316584,Charles Dunn Real Est Ser Inc,Charles Dunn Real Est Ser Inc,555 Montgomery St 816,San Francisco,CA,94111,1997-02-01T00:00:00.000,2007-04-01T00:00:00.000,2016-04-30T00:00:00.000,800 W 6th St 600 Ste,Los Angeles,90017,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,
1361806-05-241,0479997,Atel 15 LLC,Atel 15 LLC,505 Montgomery St Fl 7,San Francisco,CA,94111,2011-12-21T00:00:00.000,2024-03-01T00:00:00.000,2024-04-01T00:00:00.000,,,,,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,2024-04-01T00:00:00.000,
0055630-02-001,0055630,Chinese Presbyterian Y M C A,Chinese Presbyterian Ymca,910 Clay St,San Francisco,CA,94108,1983-01-04T00:00:00.000,1983-01-04T00:00:00.000,,914 Clay St,San Francisco,94108,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,
0053400-01-001,0053400,Wong Get Goo,730/732 Commercial Bldg,730 Commercial St,San Francisco,CA,94108,1969-07-01T00:00:00.000,1969-07-01T00:00:00.000,,2133 Roosevelt Ave,Burlingame,94010,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,Chinatown
1122701-10-161,1059049,1950 Mission Housing Associates Lp,"1950 Mission Housing Associates, Lp",600 California St Ste 900,San Francisco,CA,94108,2016-09-06T00:00:00.000,2016-09-06T00:00:00.000,2016-09-06T00:00:00.000,,,,,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,2016-09-06T00:00:00.000,
1055918-02-161,1027263,Wong Willie & Lee Wong Lily,1326 Stockton St Apt,1326 Stockton St,San Francisco,CA,94133,2016-02-24T00:00:00.000,2016-02-24T00:00:00.000,,466 Green St 302 Ste,San Francisco,94133,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,
0474810-01-001,0474810,Sew Ling Soo Hoo Wong Rvcb Tst,Sew Ling Soo Hoo Wong Rvcb Tst,1201 -1217 Stockton St,San Francisco,CA,94133,2012-12-05T00:00:00.000,2012-12-05T00:00:00.000,,2 Cordelia St,San Francisco,94133,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,Chinatown
1042716-10-151,1019979,Wong Albert,706-708 Sacramento St Bldg,706 Sacramento St #708,San Francisco,CA,94108,2014-01-01T00:00:00.000,2014-01-01T00:00:00.000,,148 Lomita Ave,San Francisco,94122,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,Chinatown
0207781-06-001,0207781,Lee Yim Keung,Apoly Industrial Limited,843 Clay St Mezz,San Francisco,CA,94108,1991-09-04T00:00:00.000,2013-09-06T00:00:00.000,2022-11-30T00:00:00.000,843 Clay St # Mezz,San Francisco,94108,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,
1038459-09-151,1017772,Lee Quon Yin Lee Dai Jan,810 Vallejo St Apartment,810 Vallejo St #822,San Francisco,CA,94133,2014-01-01T00:00:00.000,2014-01-01T00:00:00.000,,6527 Hagen Blvd,El Cerrito,94530,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,
0159728-05-001,0159728,Chew Maggie M,1016 Washington St Apts,1016 Washington St,San Francisco,CA,94108,1985-08-01T00:00:00.000,1999-03-05T00:00:00.000,2014-04-14T00:00:00.000,51 George Ln,Sausalito,94965,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,
0125396-01-001,0125396,Tang Fat Enterprises Co Inc,1334 Stockton Bldg,1338 Stockton St,San Francisco,CA,94133,1979-08-29T00:00:00.000,1979-08-29T00:00:00.000,,1338 Stockton St Fl 2,San Francisco,94133,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,
1085333-07-161,0426777,Dynasty Properties LLC,637 Broadway St Apts/Bldg,641 Broadway St,San Francisco,CA,94133,2004-12-02T00:00:00.000,2016-07-26T00:00:00.000,,466 Green St 302 Ste,San Francisco,94133,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,
0048894-05-001,0048894,Chong Hing Co Inc,742 Jackson Rentals,742 Jackson St,San Francisco,CA,94133,1968-10-01T00:00:00.000,1988-12-31T00:00:00.000,,740 Jackson St,San Francisco,94133,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,Chinatown
0459291-01-001,0459291,501 Columbus LLC,501 Columbus LLC,501 Columbus Ave #22,San Francisco,CA,94133,2010-01-01T00:00:00.000,2010-01-01T00:00:00.000,,535 Columbus Ave Apt 22,San Francisco,94133,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,North Beach
0162767-03-001,0162767,Young Lop Cho & Sui Kuen Lui,20-30 Wentworth Pl Building,20 Wentworth Pl,San Francisco,CA,94108,1987-01-01T00:00:00.000,2006-12-01T00:00:00.000,,Po Box 25136,San Mateo,94402,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,HHH,HEALTHY HOUSING HOTELS,3,Chinatown,,Chinatown
0048896-03-001,0048896,Hing Yip Co Inc,637 Jackson Bldg,637 Jackson St,San Francisco,CA,94133,1969-05-01T00:00:00.000,1969-05-01T00:00:00.000,,740 Jackson St,San Francisco,94133,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,Chinatown
1014069-12-141,0379065,Bhvi Nbhi Nbda Rcnb & Rchp Slp,North Beach Housing Associates,600 California St Ste 900,San Francisco,CA,94108,2002-08-28T00:00:00.000,2014-12-09T00:00:00.000,,600 California St 900 Ste,San Francisco,94108,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,
0314309-02-001,0314309,Wm Properties Inc,Wm Properties Inc,857 Montgomery St. 3rd Floor,San Francisco,CA,94133,1998-01-01T00:00:00.000,2012-10-01T00:00:00.000,2015-10-13T00:00:00.000,3024 Fillmore St,San Francisco,94123,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,
0050036-02-001,0050036,Jair Jack-Raymond Etal,34 Spofford Alley Bldg,34 Spofford St,San Francisco,CA,94108,1968-10-01T00:00:00.000,1968-10-01T00:00:00.000,,901 Stockton St,San Francisco,94108,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,Chinatown
1229209-07-191,0474654,Neiye Broadway LLC,Broadway Hotel,776 Broadway,San Francisco,CA,94133,2012-12-01T00:00:00.000,2012-12-01T00:00:00.000,,Po Box 24584,Oakland,94623,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,HHH,HEALTHY HOUSING HOTELS,3,Chinatown,,Chinatown
1080740-07-161,1038926,600 California Street Tenant LLC,Wework,600 California St,San Francisco,CA,94109,2016-07-01T00:00:00.000,2016-07-01T00:00:00.000,2018-05-14T00:00:00.000,,,,,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,2018-05-14T00:00:00.000,
1363382-06-241,1159280,Pan Asia Venture Capital LLC,N/A,649 Kearny St,San Francisco,CA,94108,2022-08-08T00:00:00.000,2022-08-08T00:00:00.000,,345 Convention Way Ste B,Redwood City,94063,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,HHH,HEALTHY HOUSING HOTELS,3,Chinatown,,Chinatown
0048647-01-001,0048647,Perasso C,730/732 Montgomery St Bldg,730 Montgomery St,San Francisco,CA,94111,1968-10-01T00:00:00.000,1968-10-01T00:00:00.000,,466 Green St 302 Ste,San Francisco,94133,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,
1275734-04-211,0487067,Prime Administration LLC,Prime Administration LLC,600 Montgomery St Ste 1700,San Francisco,CA,94111,2006-11-01T00:00:00.000,2020-02-17T00:00:00.000,,600 Montgomery St Ste 1700,San Francisco,94111,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,
1306191-05-221,1135551,Annie Wong,Annie Wong,949 -959 Pacific Ave #,San Francisco,CA,94133,2022-05-26T00:00:00.000,2022-05-26T00:00:00.000,,43 Lee Ave,San Francisco,94112,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,
1033017-07-151,1015721,Boschetti Giampaolo,Giampaolo Boschetti,1076 Washington St,San Francisco,CA,94123,2014-01-01T00:00:00.000,2014-01-01T00:00:00.000,,955 Prague St,San Francisco,94112,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,
0048662-02-001,0048662,Wong Brenda Kevin Alvin Denise,Four Wongs Company,1216 Stockton St #18,San Francisco,CA,94133,1968-10-01T00:00:00.000,1995-03-24T00:00:00.000,2019-11-06T00:00:00.000,2 Cordelia Aly,San Francisco,94133,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,Chinatown
1081939-07-161,1039205,Stockton Street Legacy LLC,760 Stockton Street Apartments,760 Stockton St,San Francisco,CA,94108,2016-07-01T00:00:00.000,2016-07-01T00:00:00.000,2022-10-21T00:00:00.000,,,,,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,2022-10-21T00:00:00.000,Chinatown
1296689-02-221,1109442,Avenue 8 Inc.,King Realty Group,595 Pacific Ave Fl 4,San Francisco,CA,94133,2019-03-27T00:00:00.000,2022-02-01T00:00:00.000,2022-07-29T00:00:00.000,595 Pacific Ave Fl 4,San Francisco,94133,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,
1197619-08-181,1032128,"Ping Yuen, L.P.",Ping Yuen Lp,795 Pacific Ave,San Francisco,CA,94133,2015-06-08T00:00:00.000,2015-06-08T00:00:00.000,,615 Grant Ave,San Francisco,94108,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,Chinatown
1039795-09-151,1018489,Moy Pearl,782-786 Vallejo St Store,782 786 Vallejo St,San Francisco,CA,94133,2014-01-01T00:00:00.000,2014-01-01T00:00:00.000,,466 Green St 302 Ste,San Francisco,94133,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,
1158430-08-171,0403640,Bosa Development Calif Inc,Bosa Development Calif Inc,650 California St,San Francisco,CA,94108,2005-11-01T00:00:00.000,2017-08-01T00:00:00.000,2017-08-01T00:00:00.000,,,,,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,2022-06-01T00:00:00.000,Chinatown
1271686-03-211,1109442,Avenue 8 Inc.,Montana Avenue Realty,595 Pacific Ave,San Francisco,CA,94133,2019-03-27T00:00:00.000,2021-03-11T00:00:00.000,2021-05-10T00:00:00.000,595 Pacific Ave Fl 4,San Francisco,94133,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,
1086847-08-161,1041289,1638-1640 Mason St.,1638-1640 Mason St.,1640 Mason St,San Francisco,CA,94133,2015-01-01T00:00:00.000,2015-01-01T00:00:00.000,,3521 Grand Ave,Oakland,94610,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,
0323659-01-001,0323659,Piedemonte William J,Pace Properties,729 Filbert St,San Francisco,CA,94133,1999-01-01T00:00:00.000,1999-01-01T00:00:00.000,,555 Laurel Ave Apt 614,San Mateo,94401,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,,,3,Chinatown,,
