permit_number,permit_type,permit_type_definition,permit_creation_date,block,lot,street_number,street_name,street_suffix,description,status,status_date,number_of_existing_stories,number_of_proposed_stories,estimated_cost,existing_use,existing_units,proposed_use,proposed_units,plansets,existing_occupancy,proposed_occupancy,existing_construction_type,existing_construction_type_description,proposed_construction_type,proposed_construction_type_description,last_permit_activity_date,application_submission_method,adu,primary_address_flag,supervisor_district,neighborhoods_analysis_boundaries,zipcode,location,point_source,record_id,data_as_of,data_loaded_at,filed_date,issued_date,completed_date,revised_cost,unit,fire_only_permit,unit_suffix,structural_notification,site_permit,street_number_suffix,first_construction_document_date
202404260906,8,otc alterations permit,2024-04-26T14:30:20.000,2117,001C,1911,17th,Av,re-roofing: remove and replace roofing material / existing roofing material (in-kind),complete,2024-06-06T09:56:15.000,,,34600.0,1 family dwelling,,1 family dwelling,,0,R-3,R-3,,,,,2024-04-26T14:30:20.000,website,N,Y,7,Inner Sunset,94116,"{'type': 'Point', 'coordinates': [-122.474499116, 37.752152313]}",eas_address_point,1693866126423,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-26T14:30:20.000,2024-04-26T14:31:47.000,2024-06-06T09:56:15.000,34600.0,,,,,,,
202403258509,3,additions alterations or repairs,2024-04-26T14:43:20.000,2749,045A,4547,20th,St,revision to pa 201711214504: altering number and size of soldier piles. altering reinforcing steel in permanent concrete structure.,approved,2024-10-16T12:04:01.000,,5,1.0,vacant lot,,2 family dwelling,2.0,2,NA,R-3,,,5,wood frame (5),2024-10-16T12:02:17.000,in-house,N,,8,Castro/Upper Market,94114,"{'type': 'Point', 'coordinates': [-122.438704518, 37.757222468]}",eas_address_point,1691217143247,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-26T14:43:20.000,,,1.0,,,,,,,
202403258509,3,additions alterations or repairs,2024-04-26T14:43:20.000,2749,045A,4545,20th,St,revision to pa 201711214504: altering number and size of soldier piles. altering reinforcing steel in permanent concrete structure.,approved,2024-10-16T12:04:01.000,,5,1.0,vacant lot,,2 family dwelling,2.0,2,NA,R-3,,,5,wood frame (5),2024-10-16T12:02:17.000,in-house,N,Y,8,Castro/Upper Market,94114,"{'type': 'Point', 'coordinates': [-122.438705284, 37.757221706]}",eas_address_point,1691215515772,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-26T14:43:20.000,,,1.0,,,,,,,
202404260907,8,otc alterations permit,2024-04-26T14:43:42.000,6995,026,636,Garfield,St,re-roofing: remove and replace roofing material / existing roofing material (in-kind),complete,2024-05-21T13:22:38.000,,,18000.0,2 family dwelling,,2 family dwelling,,0,R-3,R-3,,,,,2024-04-26T14:43:42.000,website,N,Y,11,Oceanview/Merced/Ingleside,94132,"{'type': 'Point', 'coordinates': [-122.468720204, 37.719879632]}",eas_address_point,1693868216804,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-26T14:43:42.000,2024-04-26T14:44:16.000,2024-05-21T13:22:38.000,18000.0,,,,,,,
202404260915,8,otc alterations permit,2024-04-26T15:32:12.000,4063,002,491,Pennsylvania,Av,"exploratory demo permit to check for dry rot at living room, family area and bedroom and replace gyp bd",issued,2024-05-10T09:25:03.000,2,2,500.0,1 family dwelling,1.0,1 family dwelling,1.0,0,R-3,R-3,5,wood frame (5),5,wood frame (5),2024-05-10T09:18:55.000,in-house,N,Y,10,Potrero Hill,94107,"{'type': 'Point', 'coordinates': [-122.393049139, 37.760346305]}",eas_address_point,1693877169317,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-26T15:32:12.000,2024-05-10T09:25:03.000,,500.0,,,,,,,
202404270916,8,otc alterations permit,2024-04-27T07:34:45.000,2374,007,2339,45th,Av,re-roofing: remove and replace roofing material / existing roofing material (in-kind),complete,2025-01-17T15:07:04.000,,,12000.0,2 family dwelling,,2 family dwelling,,0,R-3,R-3,,,,,2024-04-27T07:34:46.000,website,N,Y,4,Sunset/Parkside,94116,"{'type': 'Point', 'coordinates': [-122.503955155, 37.742912654]}",eas_address_point,1693878133203,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-27T07:34:45.000,2024-04-27T07:35:40.000,2025-01-17T15:07:04.000,12000.0,,,,,,,
202404290954,8,otc alterations permit,2024-04-29T00:00:00.000,3150,002,5,Santa Ysabel,Av,kitchen remodeling. replace kitchen cabinets. wall patching and painting. no new wall and existing wall relocation.,complete,2024-06-12T13:10:27.000,2,2,20000.0,1 family dwelling,1.0,1 family dwelling,1.0,0,R-3,R-3,5,wood frame (5),5,wood frame (5),2024-04-29T10:47:30.000,in-house,N,Y,11,Outer Mission,94112,"{'type': 'Point', 'coordinates': [-122.438448705, 37.72676849]}",eas_address_point,1693918153730,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-29T10:33:27.000,2024-04-29T11:00:33.000,2024-06-12T13:10:27.000,36123.0,,,,,,,
202404290984,8,otc alterations permit,2024-04-29T00:00:00.000,7020,016A,4,Lee,Av,"at right side hand wall and 2nd fl. backwall remove (e) siding, repair framing, dry rot damage, install new insulation, 1/2"" pywood, waterproofing & hardie plank lap siding. all repair work will be in kind, not visible from the street. approx. 30 sf dry rot repair in-kind.",complete,2024-06-07T15:52:36.000,2,2,20000.0,1 family dwelling,1.0,1 family dwelling,1.0,0,R-3,R-3,5,wood frame (5),5,wood frame (5),2024-04-29T13:28:23.000,in-house,N,Y,11,Oceanview/Merced/Ingleside,94112,"{'type': 'Point', 'coordinates': [-122.453794505, 37.71826802]}",eas_address_point,1693952217940,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-29T13:11:32.000,2024-04-29T13:33:01.000,2024-06-07T15:52:36.000,20000.0,,,,,,,
202404291000,8,otc alterations permit,2024-04-29T00:00:00.000,1272,010,136,Parnassus,Av,remodel 1 kitchen and 1 bath. remove built in cabients remodel in kind,complete,2024-12-19T07:58:12.000,3,3,25000.0,apartments,4.0,apartments,4.0,0,R-2,R-2,5,wood frame (5),5,wood frame (5),2024-04-29T15:09:44.000,in-house,N,Y,8,Haight Ashbury,94117,"{'type': 'Point', 'coordinates': [-122.450752315, 37.7649756]}",eas_address_point,1693972281183,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-29T14:44:31.000,2024-04-29T15:11:55.000,2024-12-19T07:58:12.000,60000.0,2,,,,,,
202404290970,8,otc alterations permit,2024-04-29T00:00:00.000,1453,016,375,21st,Av,"unit 2: remodel kitchen cabinets only, in kind.",issued,2024-04-29T12:56:34.000,2,2,3500.0,apartments,6.0,apartments,6.0,0,R-2,R-2,5,wood frame (5),5,wood frame (5),2024-04-29T12:50:16.000,in-house,N,Y,1,Outer Richmond,94121,"{'type': 'Point', 'coordinates': [-122.480818335, 37.780815231]}",eas_address_point,1693937242660,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-29T11:56:11.000,2024-04-29T12:56:34.000,,10000.0,,,,,,,
202404290945,8,otc alterations permit,2024-04-29T00:00:00.000,0762,284,601,Van Ness,Av,fire sprinklers tenant improvement modify existing system due to new walls and ceiling heights. replace e semi recess pendents to concealed tyep. ref 202403057098 and 202403057102,filed,2024-04-29T09:53:15.000,13,13,12587.0,apartments,449.0,apartments,449.0,2,"M,R-3","M,R-3",1,constr type 1,1,constr type 1,2024-04-29T09:55:43.000,in-house,N,Y,2,Western Addition,94102,"{'type': 'Point', 'coordinates': [-122.421406326, 37.781385779]}",eas_address_point,169390781226,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-29T09:53:15.000,,,0.0,803,,,,,,
202404290949,8,otc alterations permit,2024-04-29T00:00:00.000,0088,035,571,Greenwich,St,"voluntary strengthening basement level by adding 1/2"" plywood sheathing to perimeter walls as shown on plan",complete,2024-08-19T13:03:20.000,2,2,10000.0,2 family dwelling,2.0,2 family dwelling,2.0,2,R-3,R-3,5,wood frame (5),5,wood frame (5),2024-05-06T10:38:17.000,in-house,N,Y,3,North Beach,94133,"{'type': 'Point', 'coordinates': [-122.408965219, 37.801988331]}",eas_address_point,169391258365,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-29T10:12:45.000,2024-05-06T10:46:26.000,2024-08-19T13:03:20.000,10000.0,,,,,,,
202404290980,8,otc alterations permit,2024-04-29T00:00:00.000,0986,022,3409,Jackson,St,add new curb mounted skylight at existing stair,complete,2024-08-29T13:07:51.000,3,3,7500.0,1 family dwelling,1.0,1 family dwelling,1.0,2,R-3,R-3,5,wood frame (5),5,wood frame (5),2024-07-19T13:29:42.000,in-house,N,Y,2,Presidio Heights,94118,"{'type': 'Point', 'coordinates': [-122.451090306, 37.790143399]}",eas_address_point,169394786137,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-29T12:53:16.000,2024-07-19T13:31:14.000,2024-08-29T13:07:51.000,7500.0,,,,,,,
202404290938,8,otc alterations permit,2024-04-29T00:00:00.000,2657,027,119,Corbett,Av,reroofing to tear off old roof membrane and install a (n) roof membrane (torch down) facing street.,complete,2024-05-09T09:47:56.000,2,2,14000.0,2 family dwelling,2.0,2 family dwelling,2.0,0,R-3,R-3,5,wood frame (5),5,wood frame (5),2024-04-29T09:33:46.000,in-house,N,Y,8,Castro/Upper Market,94114,"{'type': 'Point', 'coordinates': [-122.440725439, 37.761578227]}",eas_address_point,1693900141109,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-29T09:03:37.000,2024-04-29T09:38:42.000,2024-05-09T09:47:56.000,14000.0,,,,,,,
202404290975,8,otc alterations permit,2024-04-29T00:00:00.000,0750,019,1545,Eddy,St,unit #s-3-228: kitchen and 2 baths renovation like for like. no tubs to remain-,complete,2024-05-20T13:25:54.000,5,5,56000.0,apartments,133.0,apartments,133.0,0,R-2,R-2,5,wood frame (5),5,wood frame (5),2024-04-29T13:03:07.000,in-house,N,Y,5,Western Addition,94115,"{'type': 'Point', 'coordinates': [-122.433056769, 37.780857536]}",eas_address_point,1693942470267,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-29T12:27:18.000,2024-04-29T13:24:33.000,2024-05-20T13:25:54.000,56000.0,,,,,,,
202404291019,3,additions alterations or repairs,2024-04-29T00:00:00.000,0104,040,449,Filbert,St,upgrade (e) fire alarm devices to be replaced to include manual pull stations and smoke detectors. (e) bells to to be replaced with horn/strobes & strobes. units to have 520hz low freq audibles installed. f/a control panel shall be monitored with starlink 24v cell gms-sole path communication.,complete,2024-07-17T10:56:57.000,3,3,18000.0,apartments,6.0,apartments,6.0,2,R-2,R-2,5,wood frame (5),5,wood frame (5),2024-05-13T09:04:49.000,in-house,N,Y,3,North Beach,94133,"{'type': 'Point', 'coordinates': [-122.407041489, 37.80150532]}",eas_address_point,1693992231490,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-29T16:26:49.000,2024-05-13T09:05:56.000,2024-07-17T10:56:57.000,18000.0,,Y,,,,,
202404290962,8,otc alterations permit,2024-04-29T00:00:00.000,0255,001,905,California,St,basement lvl: demo e) centrifugal fan & install new supply fan,issued,2024-04-30T09:18:26.000,8,8,150000.0,tourist hotel/motel,0.0,tourist hotel/motel,0.0,2,"R-1,B","R-1,B",1,constr type 1,1,constr type 1,2024-04-30T09:18:21.000,in-house,N,Y,3,Nob Hill,94108,"{'type': 'Point', 'coordinates': [-122.409409064, 37.791862768]}",eas_address_point,1693927233334,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-29T11:09:46.000,2024-04-30T09:18:26.000,,150000.0,,,,,,,
202404290977,8,otc alterations permit,2024-04-29T00:00:00.000,1869,025,1590,24th,Av,replace stucco at front of building about 200 sw ft. replace wood trims and stucco moldings around windows.,complete,2024-11-27T13:02:24.000,2,2,25000.0,1 family dwelling,1.0,1 family dwelling,1.0,0,R-3,R-3,5,wood frame (5),5,wood frame (5),2024-04-29T13:12:58.000,in-house,N,Y,4,Sunset/Parkside,94122,"{'type': 'Point', 'coordinates': [-122.481958806, 37.757949292]}",eas_address_point,1693944118042,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-29T12:43:29.000,2024-04-29T13:16:38.000,2024-11-27T13:02:24.000,25000.0,,,,,,,
202404290991,8,otc alterations permit,2024-04-29T00:00:00.000,3537,009,140,Church,St,"kitchen remodeling, 2 bathroom remodels, full electrical upgrade in the unit. remodel in-kind.",complete,2024-10-28T15:30:30.000,3,3,46000.0,apartments,4.0,apartments,4.0,0,"R-2,B","R-2,B",5,wood frame (5),5,wood frame (5),2024-04-29T14:20:54.000,in-house,N,Y,8,Castro/Upper Market,94114,"{'type': 'Point', 'coordinates': [-122.42943039, 37.768723182]}",eas_address_point,1693961157194,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-29T14:03:13.000,2024-04-29T14:41:08.000,2024-10-28T15:30:30.000,78000.0,,,,,,,
202404291020,3,additions alterations or repairs,2024-04-29T00:00:00.000,6921,008,745,Victoria,St,installing 200a franklin agate/transfer switch.installing 2 franklin apower 13.6kw batteries (27.2 total).installing 10.625kw (25xqtr425) roof mounted pv system.,withdrawn,2024-06-12T13:55:30.000,2,2,35000.0,1 family dwelling,1.0,1 family dwelling,1.0,2,R-3,R-3,5,wood frame (5),5,wood frame (5),2024-06-04T00:00:00.000,in-house,N,Y,7,West of Twin Peaks,94127,"{'type': 'Point', 'coordinates': [-122.464559812, 37.724122647]}",eas_address_point,1693993214179,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,,,,,,,,,,,
202404290974,8,otc alterations permit,2024-04-29T00:00:00.000,3710,020,333,Market,St,"9/fl- fire alarm ti - remove (2) speaker strobes, add(1) speaker strobe, relocate (1) speaker strobe. ref permit 202402125689",complete,2024-05-31T12:45:02.000,33,33,7500.0,office,,office,,2,B,B,1,constr type 1,1,constr type 1,2024-04-29T13:23:24.000,in-house,N,Y,6,Financial District/South Beach,94105,"{'type': 'Point', 'coordinates': [-122.397673997, 37.791861727]}",eas_address_point,1693941164589,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-29T12:23:53.000,2024-04-29T13:23:32.000,2024-05-31T12:45:02.000,7500.0,,Y,,,,,
202404291014,8,otc alterations permit,2024-04-29T00:00:00.000,4045,041,2121,03rd,St,to obtain final inspection for work approved under pa# 201708215387. all work is complete.,complete,2024-07-12T10:25:41.000,7,7,1.0,apartments,105.0,apartments,105.0,0,"R-2,S-2,A-3","R-2,S-2,A-3",1,constr type 1,1,constr type 1,2024-04-29T15:41:16.000,in-house,N,Y,10,Potrero Hill,94107,"{'type': 'Point', 'coordinates': [-122.388020323, 37.762703081]}",eas_address_point,1693987500971,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-29T15:39:34.000,2024-04-29T15:43:55.000,2024-07-12T10:25:41.000,1.0,,,HOA,,,,
202404290946,8,otc alterations permit,2024-04-29T00:00:00.000,3066,019,662,Mangels,Av,re-roofing,complete,2024-06-07T09:20:24.000,2,2,19889.0,1 family dwelling,1.0,1 family dwelling,1.0,0,R-3,R-3,5,wood frame (5),5,wood frame (5),2024-04-30T09:15:00.000,in-house,N,Y,7,West of Twin Peaks,94127,"{'type': 'Point', 'coordinates': [-122.452589129, 37.733285384]}",eas_address_point,1693909151387,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-29T10:00:36.000,2024-04-30T09:30:28.000,2024-06-07T09:20:24.000,19889.0,,,,,,,
202404290921,8,otc alterations permit,2024-04-29T00:00:00.000,1304,012,78,26th,Av,fire- to install (n) sprinkler monitoring system on ground floor. ref permit 202310209103,issued,2024-04-29T08:36:27.000,4,4,1500.0,1 family dwelling,1.0,1 family dwelling,1.0,2,R-3,R-3,5,wood frame (5),5,wood frame (5),2024-04-29T08:33:42.000,in-house,N,Y,1,Seacliff,94121,"{'type': 'Point', 'coordinates': [-122.48605988, 37.78799961]}",eas_address_point,169388495778,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-29T07:54:06.000,2024-04-29T08:36:27.000,,14000.0,,Y,,,,,
202404291003,8,otc alterations permit,2024-04-29T00:00:00.000,2990,005,55,Cresta Vista,Dr,rev 202401254658: 2/f: rearrange approved bathroom orientation and one new side window non-visible.,complete,2024-05-06T12:53:46.000,2,2,1000.0,1 family dwelling,1.0,1 family dwelling,1.0,2,R-3,R-3,5,wood frame (5),5,wood frame (5),2024-05-06T11:28:18.000,in-house,N,Y,7,West of Twin Peaks,94127,"{'type': 'Point', 'coordinates': [-122.458682272, 37.735542298]}",eas_address_point,1693975149126,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-29T14:56:21.000,2024-05-06T11:29:50.000,2024-05-06T12:53:46.000,1000.0,,,,,,,
202404290929,8,otc alterations permit,2024-04-29T00:00:00.000,1367,008,133,07th,Av,reroofing,issued,2024-04-29T08:56:59.000,3,3,36500.0,1 family dwelling,1.0,1 family dwelling,1.0,0,R-3,R-3,5,wood frame (5),5,wood frame (5),2024-04-29T08:55:32.000,in-house,N,Y,1,Inner Richmond,94118,"{'type': 'Point', 'coordinates': [-122.466039688, 37.785986735]}",eas_address_point,1693891369234,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-29T08:37:37.000,2024-04-29T08:56:59.000,,36500.0,,,,,,,
202404290996,8,otc alterations permit,2024-04-29T00:00:00.000,5665,004,218,Andover,St,reroofing,complete,2024-08-16T10:28:51.000,2,2,16600.0,1 family dwelling,1.0,1 family dwelling,1.0,0,R-3,R-3,5,wood frame (5),5,wood frame (5),2024-04-29T14:51:58.000,in-house,N,Y,9,Bernal Heights,94110,"{'type': 'Point', 'coordinates': [-122.416619434, 37.740152631]}",eas_address_point,1693968186274,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-29T14:35:59.000,2024-04-29T14:53:34.000,2024-08-16T10:28:51.000,16600.0,,,,,,,
202404290968,8,otc alterations permit,2024-04-29T00:00:00.000,1201,023,1398,Hayes,St,replace fire alarm panel and devices to modern standards to meet state fire marshal code interpretation 1103.7.6.1 & add lf horns & wireless radio communicatorl; to comply with 1103.7.61,complete,2024-06-12T15:00:11.000,3,3,10000.0,apartments,5.0,apartments,5.0,2,R-2,R-2,5,wood frame (5),5,wood frame (5),2024-04-29T12:58:55.000,in-house,N,,5,Hayes Valley,94117,"{'type': 'Point', 'coordinates': [-122.439356419, 37.775046065]}",eas_address_point,1693936281117,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-29T11:43:05.000,2024-04-29T13:00:50.000,2024-06-12T15:00:11.000,29261.0,,Y,,,,,
202404290944,8,otc alterations permit,2024-04-29T00:00:00.000,4228,209,1280,Minnesota,St,fire alarm addition due to tenant improvement for a partial renovation. install horn strobe in new 2nd fl classroom. install strobe in new 2nd fl bathroom. 200212244169 orig fire alarm. pa 202309297767 arch renovation,complete,2024-05-24T14:36:27.000,5,5,1000.0,manufacturing,39.0,recreation bldg,39.0,2,"F-1,R-2","A-3,R-2",5,wood frame (5),5,wood frame (5),2024-04-29T13:33:45.000,in-house,N,Y,10,Potrero Hill,94107,"{'type': 'Point', 'coordinates': [-122.390073435, 37.754051441]}",eas_address_point,1693906494519,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-29T09:35:02.000,2024-04-29T13:39:51.000,2024-05-24T14:36:27.000,1000.0,101,Y,,,,,
202404290985,8,otc alterations permit,2024-04-29T00:00:00.000,2359,005,2371,30th,Av,"1/f: game room and bathroom addition. remodel family room, no other work.",complete,2025-01-21T15:23:51.000,3,3,90000.0,1 family dwelling,1.0,1 family dwelling,1.0,2,R-3,R-3,5,wood frame (5),5,wood frame (5),2024-04-30T15:16:52.000,in-house,N,Y,4,Sunset/Parkside,94116,"{'type': 'Point', 'coordinates': [-122.487843397, 37.74307263]}",eas_address_point,1693953132549,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-29T13:16:30.000,2024-04-30T15:19:10.000,2025-01-21T15:23:51.000,120000.0,,,,,,,
202404290968,8,otc alterations permit,2024-04-29T00:00:00.000,1201,023,1394,Hayes,St,replace fire alarm panel and devices to modern standards to meet state fire marshal code interpretation 1103.7.6.1 & add lf horns & wireless radio communicatorl; to comply with 1103.7.61,complete,2024-06-12T15:00:11.000,3,3,10000.0,apartments,5.0,apartments,5.0,2,R-2,R-2,5,wood frame (5),5,wood frame (5),2024-04-29T12:58:55.000,in-house,N,Y,5,Hayes Valley,94117,"{'type': 'Point', 'coordinates': [-122.439356419, 37.775046065]}",eas_address_point,1693935417809,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-29T11:43:05.000,2024-04-29T13:00:50.000,2024-06-12T15:00:11.000,29261.0,0,Y,,,,,
202404290955,8,otc alterations permit,2024-04-29T00:00:00.000,2143,003,2011,23rd,Av,remodel one bathroom at same place no change.,complete,2024-07-09T13:41:50.000,2,2,8000.0,1 family dwelling,1.0,1 family dwelling,1.0,0,R-3,R-3,5,wood frame (5),5,wood frame (5),2024-04-29T11:40:36.000,in-house,N,Y,4,Sunset/Parkside,94116,"{'type': 'Point', 'coordinates': [-122.480699386, 37.750030186]}",eas_address_point,1693919127491,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-29T10:41:16.000,2024-04-29T11:48:20.000,2024-07-09T13:41:50.000,28192.0,,,,,,,
202404290997,8,otc alterations permit,2024-04-29T00:00:00.000,1436,043,331,Clement,St,to comply with awning amnesty program,filed,2024-04-29T14:38:11.000,2,2,1.0,food/beverage hndlng,1.0,food/beverage hndlng,1.0,0,"B,R-3","B,R-3",5,wood frame (5),5,wood frame (5),2024-04-29T15:33:18.000,in-house,N,Y,1,Inner Richmond,94118,"{'type': 'Point', 'coordinates': [-122.462799037, 37.782774798]}",eas_address_point,1693969363465,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-29T14:38:11.000,,,0.0,,,,,,,
202404290993,8,otc alterations permit,2024-04-29T00:00:00.000,1463,044,3051,Clement,St,administrative correction to unit numbers: unit #3049 to be assigned to 2nd fl residential unit; unit#3051 to be assigned to ground fl commercial unit; unit #3049a to be assigned to ground fl residential unit (legalized under pa# 201812117973),complete,2024-09-05T12:14:06.000,2,2,1.0,not applicable,1.0,not applicable,2.0,0,"R-3,F-1","R-3,F-1",5,wood frame (5),5,wood frame (5),2024-04-29T14:46:55.000,in-house,N,,1,Outer Richmond,94121,"{'type': 'Point', 'coordinates': [-122.492113806, 37.78143192]}",eas_address_point,1693965522122,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-29T14:15:02.000,2024-04-29T14:48:27.000,2024-09-05T12:14:06.000,1.0,,,,,,,
202404290961,8,otc alterations permit,2024-04-29T00:00:00.000,6638,002,1774,Church,St,"nov 202314522. legalize existing condition. garage door replacement, front door infill, siding changes 1st fl level",complete,2024-10-28T11:40:01.000,3,3,1.0,1 family dwelling,1.0,1 family dwelling,1.0,2,R-3,R-3,5,wood frame (5),5,wood frame (5),2024-05-02T10:38:13.000,in-house,N,Y,8,Noe Valley,94131,"{'type': 'Point', 'coordinates': [-122.426874655, 37.742427373]}",eas_address_point,1693926209798,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-29T11:03:31.000,2024-05-02T10:40:08.000,2024-10-28T11:40:01.000,1.0,,,,,,,
202404290981,8,otc alterations permit,2024-04-29T00:00:00.000,0283,004A,620,Sutter,St,"fire alarm ti: adding (39) sounders, (2) remote power supplies, (1) smoke detector to (e) silent knight 5820 xl fire alarm system.",complete,2024-10-30T10:14:33.000,4,4,33146.0,tourist hotel/motel,,tourist hotel/motel,,2,"R-1,A-3","R-1,A-3",3,constr type 3,3,constr type 3,2024-04-29T15:04:03.000,in-house,N,Y,3,Nob Hill,94102,"{'type': 'Point', 'coordinates': [-122.410730295, 37.789240862]}",eas_address_point,169394966880,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-29T13:00:51.000,2024-04-29T15:06:31.000,2024-10-30T10:14:33.000,33146.0,,Y,,,,,
202404290965,8,otc alterations permit,2024-04-29T00:00:00.000,2134A,026,2000,15th,Av,re-roofing,complete,2024-05-07T09:23:01.000,2,2,20000.0,1 family dwelling,1.0,1 family dwelling,1.0,0,R-3,R-3,5,wood frame (5),5,wood frame (5),2024-04-29T14:19:12.000,in-house,N,Y,7,Inner Sunset,94116,"{'type': 'Point', 'coordinates': [-122.471567685, 37.750608591]}",eas_address_point,1693931127098,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-29T11:26:05.000,2024-04-29T14:27:59.000,2024-05-07T09:23:01.000,20000.0,,,,,,,
202404290922,8,otc alterations permit,2024-04-29T00:00:00.000,3789,530,219,Brannan,St,"remodel primary bathroom: remove and repalce in same locations all plumbing fixtures. remove and replace in same locations fan and light fixtures, new tile in shower, shower floor and main bathroom floor. tape and paint. no structural work.",complete,2024-10-22T15:06:55.000,17,17,25000.0,apartments,130.0,apartments,130.0,0,R-2,R-2,1,constr type 1,1,constr type 1,2024-04-29T08:23:09.000,in-house,N,Y,6,Financial District/South Beach,94107,"{'type': 'Point', 'coordinates': [-122.390192343, 37.783053311]}",eas_address_point,1693883409448,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-29T07:54:13.000,2024-04-29T08:29:56.000,2024-10-22T15:06:55.000,28192.0,2,,D,,,,
202404291007,8,otc alterations permit,2024-04-29T00:00:00.000,0312,031,710,Market,St,revision to pa# 202209122232 and 202304055128: changes include - remove scope of work at 1902 building (710 market) and roof. remove chipped paint and repaint at select areas. add crack injection details. update cover sheet notes.,complete,2024-06-20T09:35:26.000,12,12,1.0,office,,office,,2,"B,M,A-2","B,M,A-2",1,constr type 1,1,constr type 1,2024-06-14T08:40:32.000,in-house,N,,3,Financial District/South Beach,94108,"{'type': 'Point', 'coordinates': [-122.403852732, 37.787707281]}",eas_address_point,1693980470747,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-29T15:08:46.000,2024-06-14T08:44:39.000,2024-06-20T09:35:26.000,1.0,,,,,,,
202404290934,8,otc alterations permit,2024-04-29T00:00:00.000,3741,046,2,Folsom,St,modify sprinkler head locations to accommodate new partition layout for existing office space on 9/f. total 16 sprinklers. ref pa# 202404099630,complete,2024-05-24T14:37:28.000,15,15,9600.0,office,,office,,2,B,B,1,constr type 1,1,constr type 1,2024-04-29T09:47:02.000,in-house,N,Y,6,Financial District/South Beach,94105,"{'type': 'Point', 'coordinates': [-122.390741585, 37.790663024]}",eas_address_point,1693896513060,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-29T08:49:08.000,2024-04-29T09:51:41.000,2024-05-24T14:37:28.000,9600.0,,Y,,,,,
202404290990,8,otc alterations permit,2024-04-29T00:00:00.000,1463,044,3049,Clement,St,remodel rear bathroom in kind @ 2nd fl. cosmetic upgrades w/ no change in layout,complete,2024-09-05T15:27:02.000,2,2,5000.0,1 family dwelling,1.0,1 family dwelling,1.0,0,"R-3,F-1","R-3,F-1",5,wood frame (5),5,wood frame (5),2024-04-29T14:45:01.000,in-house,N,Y,1,Outer Richmond,94121,"{'type': 'Point', 'coordinates': [-122.492111587, 37.781436281]}",eas_address_point,1693960100779,2025-02-03T23:55:01.000,2025-02-04T03:31:57.942,2024-04-29T13:58:10.000,2024-04-29T14:47:12.000,2024-09-05T15:27:02.000,15000.0,,,,,,,
